,EP_POV,EP_UNEMP,EP_PCI,EP_NOHSDP,EP_AGE65,EP_AGE17,EP_DISABL,EP_SNGPNT,EP_MINRTY,EP_LIMENG,EP_MUNIT,EP_MOBILE,EP_CROWD,EP_NOVEH,EP_GROUPQ
1256,16.7,6.0,27072,9.4,27.1,17.1,21.8,6.0,17.4,0.6,5.3,12.7,2.2,7.0,1.2
1257,15.0,4.8,27122,9.7,24.4,19.0,21.0,7.3,15.5,1.8,3.8,10.7,3.4,6.9,2.8
1258,9.6,5.0,37657,8.4,12.6,23.6,10.0,7.8,33.7,4.1,16.8,2.4,3.5,5.9,1.2
1259,15.4,6.6,25779,8.7,21.4,19.4,18.3,8.0,7.2,0.2,5.0,4.1,1.1,10.3,5.3
1260,16.3,5.9,27349,8.7,16.8,21.7,15.3,10.7,15.5,1.4,7.3,5.4,1.3,11.2,4.7
1261,14.2,4.4,26902,12.6,18.0,19.3,19.2,7.4,6.5,0.2,3.5,18.0,1.0,7.9,9.5
1262,13.3,6.3,24159,10.9,20.0,18.5,16.7,7.9,9.2,0.4,2.1,13.2,1.1,7.0,12.0
1263,15.1,4.8,28427,9.1,19.3,20.3,15.6,9.0,14.2,2.3,4.9,2.6,1.5,10.1,3.8
1264,10.0,4.0,30778,15.1,17.1,23.8,12.0,7.0,17.7,2.3,8.2,3.8,2.0,10.1,2.2
1265,14.9,6.3,27919,10.7,19.4,19.7,15.6,9.8,17.3,2.4,5.5,3.1,1.2,10.5,3.8
1266,14.4,3.6,24407,14.8,20.8,22.5,16.2,8.4,4.0,0.5,2.7,8.9,1.6,10.8,1.5
1267,6.2,4.6,46776,5.8,17.0,21.8,10.0,6.5,23.9,1.9,14.7,0.9,1.2,5.8,2.7
1268,11.1,2.2,34095,9.3,20.4,20.1,14.2,8.5,8.3,0.6,3.5,7.2,1.7,11.8,4.1
1269,13.9,4.5,25506,12.9,20.5,19.8,16.7,8.5,7.2,0.4,4.5,4.8,1.5,10.6,4.6
1270,15.5,6.6,25410,17.6,17.8,18.5,16.9,11.2,43.5,2.4,1.6,24.6,2.1,7.0,10.4
1271,19.1,7.8,25149,15.4,15.9,24.0,15.8,12.0,47.8,0.7,4.6,19.4,2.4,8.6,2.3
1272,18.3,8.5,29929,12.9,26.2,19.1,16.2,8.5,36.3,0.9,4.6,17.3,1.1,8.0,1.0
1273,22.5,8.3,23945,16.3,17.7,23.0,16.2,13.3,40.2,1.9,3.6,12.2,2.3,8.4,3.4
1274,16.4,6.4,26917,10.2,22.2,18.7,16.7,8.2,22.8,1.5,23.4,14.5,1.8,4.7,1.3
1275,19.9,8.4,21743,19.5,17.6,22.0,19.9,9.8,32.1,0.9,1.6,31.3,2.3,7.0,3.5
1276,18.7,7.2,23344,19.0,18.7,22.2,14.7,11.3,40.1,2.1,2.8,27.1,2.4,7.3,3.1
1277,12.0,2.2,31977,6.8,16.6,23.9,11.3,8.6,12.3,1.2,13.5,6.5,1.4,7.4,3.5
1278,4.0,1.0,39986,10.8,24.9,20.2,13.4,0.3,1.0,0.0,1.1,13.5,1.2,1.7,0.4
1279,13.1,3.4,30439,5.9,27.9,15.8,15.8,4.6,9.5,1.0,3.1,16.5,1.4,3.2,4.9
1280,12.8,3.0,29342,8.3,17.7,22.7,14.1,7.5,9.0,0.0,13.5,5.9,0.7,6.9,5.1
1281,19.2,1.9,28873,10.4,25.3,21.7,10.9,8.5,13.8,0.0,1.8,9.3,0.2,2.8,2.8
1282,13.8,1.8,27266,7.7,26.5,17.6,19.0,5.5,15.1,0.9,5.2,18.5,0.9,6.4,4.6
1283,5.8,2.0,27777,8.7,16.1,31.4,9.5,7.3,6.3,1.7,1.3,4.9,2.3,3.5,3.3
1284,6.7,1.2,25039,7.1,14.7,31.6,12.6,4.6,0.4,0.1,0.2,2.7,0.3,0.8,0.0
1285,11.2,2.1,33810,7.7,16.1,24.0,12.1,6.6,17.3,1.0,12.3,12.2,2.5,7.6,6.8
1286,14.4,1.9,31692,7.8,26.0,20.9,9.5,3.2,15.3,0.3,0.4,10.3,1.5,3.7,3.1
1287,8.3,0.3,38650,11.3,27.0,21.1,12.5,2.6,3.8,0.4,3.4,8.5,0.8,2.8,2.1
1288,8.3,1.5,31307,7.8,20.0,26.7,11.0,8.6,17.8,1.4,1.1,10.0,2.0,3.5,1.5
1289,7.1,1.8,40699,8.2,16.9,24.1,10.1,7.6,7.5,0.3,11.8,4.1,1.0,2.3,0.7
1290,21.4,7.8,21374,19.1,23.9,19.1,26.9,7.3,7.0,0.2,1.2,26.4,1.7,8.5,1.1
1291,18.5,9.5,21425,13.7,16.6,22.5,14.0,10.1,14.3,0.3,1.7,16.6,1.3,4.9,7.2
1292,17.0,6.5,23668,16.4,20.8,19.6,23.7,7.3,6.8,0.2,1.4,21.8,1.5,4.6,3.0
1293,19.0,7.0,23801,16.3,20.0,20.5,22.7,9.8,4.8,0.4,3.2,23.4,2.2,6.1,1.1
1294,18.0,6.4,23636,15.5,19.0,20.7,22.1,5.0,7.3,0.1,0.9,18.8,1.5,4.6,1.3
1295,11.9,5.4,30175,14.3,25.5,19.9,15.2,5.4,12.0,2.5,3.8,10.8,2.6,4.8,0.8
1296,19.3,9.2,21919,21.1,20.4,21.6,20.3,6.1,8.9,0.4,0.9,24.8,2.9,4.1,1.2
1297,13.5,7.1,25938,7.5,8.9,27.0,14.6,11.4,36.1,0.9,6.5,5.1,1.8,4.1,1.9
1298,15.9,9.7,23634,19.8,14.1,19.8,18.1,8.4,15.5,0.5,2.5,17.9,0.5,3.2,4.0
1299,4.3,3.3,50931,4.4,12.4,27.7,7.2,6.1,15.0,0.8,8.0,2.0,1.3,2.1,0.2
1300,9.3,4.2,23998,6.8,12.5,32.2,12.7,6.0,12.9,1.2,3.3,3.2,1.8,4.5,0.8
1301,15.2,2.8,22666,6.9,8.8,30.7,8.6,6.0,16.6,1.8,9.2,2.7,3.2,3.4,2.3
1302,15.8,5.5,23473,9.2,16.2,26.7,15.1,8.2,16.9,0.6,3.1,10.8,2.4,5.4,2.2
1303,5.5,3.2,29703,4.5,9.6,32.8,9.3,6.9,15.8,0.9,7.8,2.8,2.1,3.0,0.7
1304,13.3,6.6,23945,12.1,11.1,34.1,12.5,7.9,14.7,1.2,0.8,16.6,4.2,3.0,1.9
1305,12.8,4.2,22505,6.1,16.0,30.4,15.6,6.3,8.8,0.6,0.5,16.3,3.4,3.6,0.8
1306,8.4,5.5,24593,9.2,16.6,20.8,12.6,10.7,17.5,3.1,7.3,20.6,6.9,4.4,1.0
1307,19.6,5.1,20861,7.2,12.2,29.1,10.8,7.2,14.0,1.2,10.9,6.0,3.2,4.1,1.2
1308,3.0,2.8,31936,2.4,11.3,35.7,7.0,3.9,4.9,0.4,0.0,0.4,1.2,0.5,0.0
1309,13.4,5.5,22349,10.1,15.8,30.1,13.8,6.9,8.2,1.3,1.7,7.6,1.8,1.8,1.8
1310,6.5,1.8,53950,5.1,11.1,25.4,4.9,6.4,15.5,2.4,19.6,1.3,1.9,2.0,0.6
1311,6.7,6.3,25076,9.0,8.9,33.6,10.8,9.3,16.6,1.4,3.6,6.5,2.2,4.7,0.6
1312,11.9,6.9,25610,13.9,9.8,33.8,10.8,7.8,18.3,0.9,6.3,12.7,3.8,3.4,1.1
1313,7.2,1.1,32805,4.9,10.5,32.2,8.0,5.0,16.4,1.3,6.6,0.9,3.6,1.8,0.5
1314,7.7,4.3,33120,7.1,18.5,17.5,14.8,6.7,7.3,0.4,2.8,8.0,0.9,4.6,8.0
1315,11.8,3.7,37507,5.9,14.1,18.2,11.6,6.8,11.2,1.4,12.5,4.5,1.6,7.3,6.1
1316,14.6,4.5,24163,14.2,24.6,17.9,19.0,7.3,4.6,0.5,0.5,9.2,0.9,4.6,0.5
1317,10.7,3.8,30109,7.7,20.7,17.9,16.1,5.5,4.6,0.2,7.3,5.8,5.0,7.7,3.8
1318,19.9,4.2,24355,18.7,21.9,21.0,13.3,8.7,39.9,4.2,1.7,18.2,1.5,10.1,3.4
1319,12.4,3.9,36002,14.4,25.2,18.4,13.3,8.2,18.4,0.4,4.6,13.9,1.5,6.7,0.7
1320,19.1,3.1,26467,17.8,25.6,19.8,13.8,8.9,45.9,1.8,3.0,7.9,1.2,9.7,2.6
1321,13.9,6.4,34006,9.4,36.0,15.1,14.6,7.0,30.2,0.0,1.4,8.8,1.0,3.6,0.0
1322,5.3,2.4,35641,9.8,17.4,18.2,11.3,4.5,14.8,0.2,0.1,2.4,0.6,1.4,9.4
1323,19.9,6.4,21216,13.3,15.7,16.3,14.3,7.6,38.3,2.2,8.3,15.2,0.6,7.0,21.4
1324,9.3,7.4,28873,10.0,13.0,21.6,14.2,7.7,44.8,0.4,4.5,5.7,1.1,4.6,10.3
1325,8.9,3.9,37733,11.0,25.6,17.9,15.3,5.2,10.9,0.5,0.1,1.4,1.3,3.0,0.2
1326,14.2,1.9,22105,17.6,20.8,16.9,12.5,4.0,39.2,1.8,5.4,13.4,1.7,7.7,18.9
1327,7.4,3.7,34901,7.8,20.4,20.3,11.5,7.3,13.8,1.0,11.2,2.3,0.8,4.7,2.3
1328,13.8,5.9,31594,13.5,24.9,17.9,13.7,5.3,7.4,0.3,3.2,12.3,0.6,3.2,1.0
1329,19.2,5.8,22297,16.9,20.9,19.6,24.4,8.8,5.8,0.3,3.2,19.3,1.7,9.3,2.4
1330,4.5,4.0,40850,6.3,9.8,26.4,8.6,9.7,37.4,1.9,5.7,2.7,1.0,2.0,2.4
1331,16.1,7.6,23366,18.8,20.7,19.2,22.0,5.5,6.1,0.2,2.0,23.5,0.9,7.8,3.6
1332,13.5,9.1,27579,9.1,20.5,22.9,15.6,11.6,26.9,1.7,5.5,0.0,1.5,6.1,1.0
1333,2.7,3.9,69775,1.2,12.1,25.6,5.9,7.7,28.3,1.0,42.5,0.3,4.2,4.6,0.3
1334,13.7,3.2,28836,10.7,20.7,19.1,15.4,8.8,18.9,1.1,12.0,0.8,1.4,6.6,5.5
1335,11.6,5.3,29204,16.7,18.2,23.9,14.0,7.7,31.9,6.9,10.0,9.2,3.2,5.6,1.7
1336,15.9,7.7,29663,7.3,28.0,17.4,19.9,7.3,17.0,1.1,6.0,12.6,2.5,6.5,1.6
1337,15.0,6.2,26128,12.2,22.7,19.7,18.6,5.0,17.8,3.2,2.5,14.8,4.9,4.1,1.2
1338,12.9,4.3,27730,8.6,25.2,21.4,19.5,5.8,8.5,0.4,0.6,20.2,1.4,2.0,1.2
1339,11.2,5.8,32874,8.7,13.2,23.7,13.4,9.1,32.7,2.5,12.0,5.9,2.8,5.4,2.1
1340,11.4,3.0,42307,4.1,31.9,13.5,12.0,5.3,11.3,0.8,2.4,5.1,3.4,4.2,1.2
1341,8.1,4.6,37671,7.8,12.7,22.9,11.6,7.8,29.7,3.5,14.7,4.8,3.1,4.9,1.4
1342,14.4,5.6,29982,6.3,15.4,22.3,14.9,9.1,15.1,1.2,15.3,5.4,1.8,7.3,3.2
1343,13.8,5.2,27835,12.2,17.1,21.4,15.2,7.5,28.1,4.2,8.8,7.0,2.7,7.3,8.7
1344,23.0,8.0,22237,14.3,19.0,20.1,17.6,7.4,4.4,0.4,2.8,16.3,1.0,10.5,3.4
1345,21.8,13.9,21596,19.5,21.4,20.0,19.5,5.1,3.0,0.1,1.0,22.5,1.7,9.4,2.5
1346,20.0,7.4,21466,17.7,19.7,20.7,26.3,8.0,7.5,0.2,2.9,12.3,1.6,8.4,3.8
1347,17.1,6.2,28405,11.9,19.4,20.2,18.1,9.4,12.2,0.3,6.3,10.6,1.1,10.4,1.8
1348,13.5,5.1,30258,7.0,20.7,19.1,15.3,7.5,7.8,0.2,8.7,4.5,0.9,11.8,5.8
1349,16.4,4.8,24739,18.0,25.8,18.0,19.0,6.8,5.3,0.1,0.0,21.7,1.3,5.0,2.2
1350,15.7,8.2,23337,13.6,18.8,19.4,18.4,5.7,9.1,0.9,0.6,17.1,1.7,6.1,8.3
1351,17.6,7.8,24170,14.0,19.6,20.9,23.1,8.8,12.9,0.6,2.4,15.6,1.2,8.4,4.0
1352,14.1,6.5,23670,11.6,24.6,16.5,21.3,6.6,2.6,0.0,2.9,7.9,0.8,8.0,2.5
1353,14.8,7.4,25591,12.9,28.0,14.8,21.7,4.8,9.3,0.7,2.3,22.7,1.6,4.4,5.7
1354,11.5,4.7,29886,5.1,26.0,17.5,16.3,6.0,15.2,0.2,1.6,7.0,2.0,3.3,0.9
1355,13.6,5.0,28424,6.9,27.3,17.9,16.8,8.9,9.5,0.2,0.8,9.4,1.6,3.6,0.9
1356,12.6,3.0,24114,18.1,16.2,29.4,11.6,6.8,6.7,2.3,3.1,7.6,3.5,9.6,1.7
1357,11.9,3.1,38757,4.4,12.8,20.8,8.5,7.0,20.2,1.6,23.7,0.8,1.8,7.3,2.6
1358,8.3,4.0,36155,6.0,28.0,16.4,13.9,6.2,5.9,0.5,5.4,5.8,1.1,3.7,1.3
1359,12.4,3.6,27107,6.4,15.0,20.0,12.6,7.0,7.1,0.6,5.3,9.8,1.6,4.8,8.2
1360,9.8,6.1,30674,6.9,25.0,16.0,20.5,5.0,2.6,0.0,1.4,11.1,2.7,5.0,1.3
1361,14.8,7.3,28550,6.3,29.3,14.1,17.6,8.6,4.4,0.1,3.7,5.1,2.4,6.2,2.1
1362,13.6,6.8,30740,9.8,13.2,23.6,12.3,10.5,23.9,1.5,11.3,3.4,1.7,6.6,2.7
1363,13.2,4.0,31001,5.4,15.4,20.1,11.5,6.9,10.0,1.5,13.4,4.6,1.6,5.8,4.4
1364,8.6,2.9,32784,7.1,25.0,17.2,14.0,4.6,5.0,0.1,2.3,6.4,0.6,3.7,1.7
1365,17.3,5.8,30094,8.3,24.8,19.6,15.1,10.0,23.3,0.2,1.4,5.1,2.7,6.0,2.0
1366,13.6,7.3,31206,6.7,30.2,16.5,17.1,6.8,15.1,0.1,1.6,4.7,1.3,3.6,1.0
1367,13.3,4.4,29336,7.7,24.9,19.3,16.3,6.0,5.6,0.3,1.6,5.7,1.3,4.1,1.5
1368,11.9,3.3,33000,7.2,15.4,20.7,11.9,8.0,11.0,0.9,11.2,1.8,1.0,5.5,4.8
1369,11.1,4.6,33286,7.7,8.3,27.6,10.4,8.9,12.5,1.2,9.1,21.9,3.0,3.7,1.3
1370,14.5,2.5,32359,5.6,24.9,19.2,15.6,4.2,6.2,0.2,2.9,13.9,1.4,3.7,2.5
1371,14.0,7.5,20199,16.8,16.3,20.7,16.7,6.0,25.4,0.3,2.4,28.5,0.8,6.0,9.3
1372,14.0,5.8,22963,20.4,21.8,17.0,22.6,5.0,34.7,0.4,0.2,30.7,0.9,4.4,3.6
1373,20.7,7.6,28008,14.4,14.2,23.6,16.2,12.9,65.5,1.4,8.4,4.1,1.8,8.5,3.0
1374,19.7,8.8,22772,19.1,18.6,22.3,24.1,7.5,10.9,0.6,1.0,29.3,2.0,5.7,1.4
1375,21.0,8.5,22776,19.6,18.3,22.2,24.5,7.6,34.9,0.5,0.0,30.9,3.1,3.7,0.9
1376,11.9,6.9,25349,11.0,12.2,27.8,13.0,10.9,52.9,2.9,1.2,28.6,3.7,2.9,1.0
1377,22.6,5.0,20353,19.3,20.8,22.0,23.5,11.9,4.5,0.1,1.4,10.9,1.7,8.8,0.8
1378,17.0,5.2,31359,9.6,14.5,23.5,15.5,11.7,47.3,1.7,14.0,4.8,1.9,7.3,1.6
1379,21.1,3.0,20709,15.5,24.8,20.1,22.7,4.5,6.7,0.3,1.2,18.5,1.0,7.2,1.1
1380,18.8,7.2,21622,14.2,25.3,20.1,23.9,7.8,6.4,0.1,5.2,24.1,2.4,5.8,1.2
1381,16.3,5.6,21584,19.9,17.0,24.9,20.9,11.0,24.5,5.3,2.0,12.7,5.6,4.8,1.6
1382,10.3,5.1,39929,12.0,18.2,20.1,12.1,7.3,36.5,5.6,8.9,4.8,5.2,4.9,1.7
1383,21.5,9.3,23126,15.6,18.9,24.0,20.1,10.4,31.3,3.6,2.3,20.9,5.2,7.5,1.4
1384,13.6,1.0,24505,8.2,25.6,19.3,22.3,7.4,9.1,0.0,0.0,18.7,1.8,1.6,0.0
1385,7.0,2.2,41064,10.7,10.1,22.3,4.3,5.7,32.8,6.8,26.3,5.4,4.3,1.7,0.2
1386,13.0,3.8,34644,6.2,27.4,15.8,23.9,3.1,9.8,0.0,0.2,7.4,2.6,2.6,0.3
1387,16.0,4.1,25636,8.5,30.9,16.1,23.8,6.5,36.4,1.0,1.3,10.8,2.4,8.7,2.8
1388,10.1,3.5,38310,6.7,11.8,16.5,6.3,4.5,17.7,3.6,38.0,1.1,5.9,1.6,1.3
1389,14.5,2.6,25846,11.9,18.2,26.8,12.0,8.1,24.7,6.5,4.0,11.9,4.4,4.5,1.2
1390,8.8,7.0,55613,10.1,15.2,23.0,9.2,8.0,37.6,5.8,14.3,0.4,2.7,7.7,1.9
1391,11.9,7.0,36678,9.9,16.6,20.6,11.4,9.0,36.4,3.4,14.2,0.5,1.9,11.6,3.3
1392,14.6,5.5,24070,15.5,13.8,24.1,17.3,10.8,18.5,0.6,0.4,37.1,3.2,1.9,9.4
1393,17.4,9.5,23901,13.3,18.0,21.9,19.5,7.6,27.3,0.6,3.8,36.5,3.3,5.2,7.0
1394,19.2,10.8,23722,15.3,34.8,17.3,20.4,6.0,32.4,4.2,2.9,25.5,3.5,5.3,1.8
1395,12.2,7.1,35172,11.3,31.6,16.8,16.6,3.9,24.4,2.1,14.9,7.8,1.4,5.4,1.0
1396,12.5,5.9,32070,10.8,26.5,18.9,14.1,7.2,28.5,3.1,13.6,15.7,2.3,4.9,1.2
1397,10.5,5.3,40389,9.5,30.1,16.6,15.2,4.8,21.4,3.1,14.3,9.7,1.9,5.1,2.5
1398,11.8,2.9,43477,8.7,21.3,15.1,11.1,6.6,33.1,4.6,12.5,12.8,3.7,7.1,2.9
1399,12.8,6.5,37998,11.8,23.3,19.4,12.3,7.7,44.7,6.8,24.9,2.8,3.2,6.2,1.4
1400,11.5,5.2,24322,12.1,13.9,21.4,16.2,8.7,20.5,0.2,0.9,27.6,2.1,3.1,11.0
1401,21.3,4.0,22864,21.7,23.1,19.8,22.1,5.7,46.5,0.6,0.2,38.5,3.5,8.4,0.1
1402,14.1,7.3,30892,8.1,10.2,29.3,12.1,13.3,26.2,1.1,1.8,13.6,1.0,5.0,0.2
1403,28.7,8.6,21207,13.1,10.9,20.0,13.3,11.6,36.3,0.4,8.9,18.0,2.4,5.3,10.9
1404,24.0,5.2,19778,20.1,15.5,25.9,18.1,10.0,35.1,1.1,0.6,33.1,2.1,8.3,0.9
1405,13.5,6.2,26665,13.3,27.9,17.1,24.5,4.6,4.9,0.8,1.7,10.4,1.6,4.5,0.7
1406,24.8,5.2,21686,20.0,19.4,22.0,19.5,8.9,16.3,1.5,1.0,29.8,1.9,6.6,2.7
1407,19.9,7.9,27030,13.7,24.5,17.3,21.9,9.1,38.1,0.2,1.8,31.4,1.3,4.4,0.6
1408,21.5,5.9,20060,20.9,19.3,21.9,21.2,9.8,43.7,0.1,4.5,19.3,1.6,11.1,1.4
1409,15.4,7.8,20618,30.7,14.1,25.1,14.5,8.4,17.1,3.0,0.4,34.6,3.3,4.1,0.6
1410,21.7,5.8,22236,16.3,16.6,25.1,17.0,12.0,15.9,0.8,1.1,33.5,1.0,4.4,0.9
1411,15.2,7.6,26367,11.8,13.4,25.3,9.9,14.0,66.9,2.2,5.7,2.7,2.1,4.0,0.9
1412,22.3,6.2,21557,16.9,17.7,21.8,16.6,8.7,45.5,0.5,0.1,33.5,2.9,10.7,2.9
1413,24.4,7.7,26358,14.5,22.1,21.5,17.7,8.3,38.4,0.6,1.1,28.6,4.4,8.2,1.2
1414,19.1,7.9,20785,19.5,22.6,17.5,19.4,8.3,59.5,0.4,2.0,33.7,3.0,8.7,0.3
1415,24.7,2.9,22072,18.2,14.3,24.9,15.0,11.5,43.8,0.9,3.0,24.2,1.8,11.6,4.9
1416,25.0,7.2,21403,15.5,18.2,23.0,15.0,8.6,43.3,0.5,0.0,32.9,2.3,8.0,1.2
1417,16.4,15.9,25795,18.9,21.3,17.6,25.7,4.9,5.4,0.0,0.0,21.8,0.9,9.2,2.7
1418,8.3,5.6,44287,9.4,13.2,24.8,8.9,8.0,37.8,4.8,11.3,1.7,2.4,5.0,2.6
1419,22.0,7.6,23299,6.5,16.6,16.7,13.4,7.2,11.9,0.5,11.3,5.6,1.6,8.6,11.5
1420,16.3,7.9,30753,9.6,16.0,23.8,11.9,10.8,29.9,1.4,13.6,1.5,1.2,10.2,2.8
1421,22.2,9.8,23690,13.6,19.7,21.7,22.5,11.3,8.5,0.7,3.5,14.3,1.9,9.2,2.1
1422,19.0,7.1,27251,14.3,12.0,24.8,13.7,11.7,44.0,3.5,14.2,1.6,2.0,9.4,1.8
1423,15.8,7.0,28700,22.2,16.9,24.8,14.3,9.0,33.5,9.2,3.9,6.7,4.3,6.8,3.7
1424,5.9,2.4,43583,4.7,11.5,28.2,7.2,6.1,14.2,1.6,14.4,2.7,1.9,3.2,0.7
1425,21.5,4.3,28034,2.9,11.3,16.7,7.4,4.8,15.9,1.3,24.6,3.7,1.1,6.1,10.8
1426,17.0,7.4,24496,12.7,25.9,21.0,22.3,8.0,13.7,0.1,2.2,13.6,2.5,8.4,1.8
1427,14.6,6.3,22437,13.2,28.6,21.2,25.5,3.4,9.5,0.0,0.1,13.5,0.6,7.6,1.4
1428,12.2,6.6,22797,6.0,7.9,30.9,12.5,10.4,43.1,1.7,13.6,6.2,3.4,4.5,2.7
1429,6.0,2.9,28878,22.9,14.7,28.8,11.0,5.5,17.8,3.1,2.1,11.9,2.6,1.4,1.4
1430,19.9,3.5,23593,25.9,14.4,29.0,12.3,7.3,33.7,2.1,1.2,15.8,0.7,2.7,1.6
1431,21.6,5.5,26883,4.2,8.6,16.7,10.3,7.3,23.5,1.2,20.6,5.3,3.0,6.4,13.1
1432,18.1,4.5,24359,20.0,13.5,29.7,10.8,7.6,39.0,8.9,2.2,22.6,2.1,4.2,2.0
1433,7.1,4.3,34433,7.2,12.5,26.5,11.3,9.1,11.9,1.5,11.9,3.9,1.2,3.2,0.8
1434,17.8,6.9,23482,21.5,17.0,24.6,24.5,9.0,4.1,1.1,1.0,28.8,2.8,6.9,0.2
1435,18.2,4.3,24098,24.2,19.8,21.2,26.3,7.0,5.5,0.5,1.0,16.4,1.7,6.7,1.3
1436,27.1,4.5,23467,22.0,21.9,18.5,14.9,7.2,1.5,0.0,0.7,21.6,0.4,5.3,2.9
1437,19.0,10.3,26089,15.9,17.2,22.5,21.8,9.2,5.8,0.7,1.2,27.8,3.0,6.9,0.6
1438,19.2,7.7,24062,10.0,25.2,17.3,26.9,8.4,4.8,0.1,1.1,8.7,1.2,7.9,2.0
1439,9.3,5.3,35666,9.1,26.8,17.4,15.1,6.3,19.9,0.5,34.3,6.7,1.4,6.1,1.6
1440,16.0,8.9,25219,11.4,35.5,13.0,23.3,4.0,4.2,0.2,0.8,11.6,1.0,4.0,1.3
1441,16.4,8.2,25075,11.1,28.7,16.6,22.6,7.0,6.0,0.2,2.9,5.8,1.7,6.3,1.5
1442,16.6,5.7,20745,12.0,20.8,16.6,22.0,4.7,22.0,0.3,2.0,8.6,0.6,7.3,16.8
1443,16.9,8.0,22527,14.5,24.9,18.5,23.3,7.6,5.2,0.2,2.2,11.4,2.7,6.5,1.6
1444,20.5,10.3,22931,9.9,25.7,17.8,21.7,7.9,14.2,0.0,2.1,7.9,0.7,8.0,1.8
1445,13.0,2.8,32703,3.4,26.6,15.4,13.6,6.9,14.2,0.1,4.6,3.0,7.3,8.2,1.4
1446,11.0,4.2,43976,6.8,13.3,22.1,9.9,7.2,30.8,3.5,28.9,0.3,2.8,10.1,2.0
1447,9.6,3.6,31225,5.8,15.1,22.0,12.0,9.2,11.0,1.2,11.3,5.7,0.4,6.9,8.8
1448,24.3,8.2,20380,20.3,22.2,20.8,19.4,9.0,42.6,0.2,0.2,32.9,1.9,7.3,0.9
1449,23.4,8.6,20363,30.1,17.6,21.8,18.5,6.7,39.6,0.7,0.2,30.1,1.5,3.3,1.0
1450,14.8,9.8,22567,18.3,22.2,19.4,19.5,4.8,35.7,0.1,0.1,28.6,3.7,4.7,1.6
1451,14.6,9.3,21105,18.3,14.3,26.6,20.9,4.6,12.6,0.7,0.4,22.3,1.6,5.1,2.1
1452,24.5,6.9,21668,20.0,17.1,23.8,20.3,12.3,45.1,0.2,1.6,13.7,2.3,8.1,1.6
1453,23.8,6.8,26154,10.5,11.6,18.2,11.2,8.0,30.0,0.6,12.5,9.6,2.0,4.7,9.7
1454,28.9,7.0,18687,20.7,17.3,23.3,20.2,9.3,35.1,0.4,1.1,26.3,4.3,8.0,2.7
1455,18.7,6.8,21611,18.7,17.2,23.4,26.5,8.4,22.7,0.0,0.3,32.1,2.5,6.0,1.0
1456,15.6,6.3,20088,22.2,16.3,25.3,19.4,9.2,21.6,1.2,1.7,22.2,3.0,5.5,1.1
1457,27.7,6.2,20337,19.5,18.7,23.7,19.9,10.1,47.4,0.4,0.1,28.0,3.9,5.6,0.9
1458,19.1,8.2,23984,14.1,29.6,17.5,25.1,4.4,5.0,0.2,1.1,24.7,2.2,6.6,1.3
1459,21.8,9.3,21286,17.4,18.1,23.6,24.8,9.5,11.2,0.1,3.1,13.5,1.2,7.8,2.4
1460,23.9,3.0,18103,18.2,23.6,22.2,24.3,7.4,5.8,0.0,0.2,16.3,2.0,4.5,1.2
1461,15.6,4.0,19316,14.4,19.3,26.6,16.4,7.4,2.9,0.1,1.6,12.7,1.7,5.1,1.2
1462,15.8,5.0,23809,22.9,18.2,28.4,14.2,6.4,2.6,0.1,2.1,13.8,3.9,5.9,1.9
1463,24.9,8.0,19909,19.2,19.5,24.8,20.3,10.5,4.8,0.9,1.7,14.7,3.7,9.2,1.1
1464,19.2,3.0,25742,10.2,22.2,15.6,24.1,6.6,9.7,0.0,5.5,8.4,1.3,7.9,10.9
1465,19.4,6.3,23017,10.4,14.3,27.5,15.5,13.7,30.3,0.1,5.1,13.4,1.6,5.2,2.7
1466,18.5,10.4,24082,12.2,27.0,18.2,21.4,4.3,7.1,0.4,1.4,17.3,1.0,4.6,1.2
1467,15.0,0.9,26434,14.8,16.3,19.6,18.3,6.9,12.4,0.8,7.1,9.3,0.3,14.9,14.6
1468,10.3,1.0,26514,5.7,25.4,26.6,11.0,1.0,5.0,0.0,0.0,7.2,0.0,0.0,0.0
1469,15.6,3.3,26609,11.8,27.4,20.7,13.4,4.3,4.6,0.4,1.1,6.5,1.7,10.0,1.5
1470,5.4,3.0,34928,4.8,11.0,27.8,9.0,8.5,18.6,1.1,14.3,0.8,2.1,2.8,0.7
1471,11.5,5.3,30516,16.4,12.3,27.5,11.3,10.1,35.1,3.8,2.5,39.1,4.0,3.4,1.3
1472,6.8,10.6,25304,14.4,23.7,16.6,21.1,3.5,13.8,0.5,1.7,20.2,0.0,3.5,10.6
1473,12.2,5.6,33546,11.7,15.5,22.1,12.1,8.6,36.6,3.9,14.3,5.6,4.5,6.8,1.3
1474,7.0,4.5,48426,7.8,16.7,21.4,8.1,5.8,42.7,6.7,17.3,0.3,2.4,8.2,1.2
1475,15.3,4.5,28957,15.5,14.2,26.5,13.4,11.3,52.4,3.4,3.8,16.4,4.5,4.9,1.1
1476,21.8,7.6,24913,12.9,25.6,20.9,19.1,10.0,54.0,1.2,2.1,30.9,2.8,6.8,2.7
1477,18.3,6.1,32424,12.0,38.3,15.3,23.2,2.8,38.3,0.2,0.2,22.5,0.9,8.1,0.0
1478,21.2,8.0,22477,16.5,16.7,23.5,16.8,7.7,50.7,5.9,1.8,28.2,2.2,6.1,5.4
