,EP_POV,EP_UNEMP,EP_PCI,EP_NOHSDP,EP_AGE65,EP_AGE17,EP_DISABL,EP_SNGPNT,EP_MINRTY,EP_LIMENG,EP_MUNIT,EP_MOBILE,EP_CROWD,EP_NOVEH,EP_GROUPQ
1702,29.3,4.0,16089,20.7,16.8,23.1,14.4,9.7,44.0,3.1,0.0,27.1,2.4,11.2,0.8
1703,16.8,11.4,21430,9.1,8.4,28.3,13.6,14.4,60.4,1.5,5.6,15.3,2.8,6.2,3.3
1704,25.9,4.8,19389,19.6,18.9,17.6,20.4,13.4,40.5,0.0,3.5,21.1,0.9,8.0,13.7
1705,26.1,6.9,19465,29.2,21.2,19.3,21.3,9.0,44.9,0.0,0.4,34.2,0.5,9.4,0.8
1706,25.3,2.2,21586,22.5,20.9,23.9,15.2,12.1,50.5,1.8,0.6,43.8,0.5,7.4,0.2
1707,17.8,6.3,23271,30.6,13.5,26.4,10.9,9.5,40.9,10.1,6.8,14.4,6.5,6.2,1.3
1708,27.5,9.4,24521,7.8,14.3,18.2,14.0,9.2,25.8,0.8,13.9,10.4,1.2,12.1,7.4
1709,12.7,2.6,25417,30.9,14.0,29.2,7.1,6.2,32.7,6.7,0.0,23.3,6.7,1.4,1.0
1710,25.9,7.8,17782,21.9,17.8,22.5,19.8,9.3,3.3,0.2,2.3,31.7,2.2,5.9,2.6
1711,28.1,6.9,20059,26.3,17.7,22.1,21.7,7.8,2.2,0.0,1.5,27.1,0.7,9.4,1.1
1712,25.8,7.1,22472,22.6,16.6,23.5,24.8,7.6,4.2,0.5,1.6,23.3,3.3,11.1,1.4
1713,26.5,8.9,21646,23.9,17.3,20.8,27.1,8.5,3.0,0.1,2.9,35.7,1.8,7.8,2.0
1714,24.6,6.2,19130,28.1,19.6,20.9,21.8,5.7,6.6,0.3,1.1,29.3,2.7,9.4,1.3
1715,17.1,6.8,29020,14.7,16.0,21.9,15.9,12.5,36.7,5.0,11.4,1.3,2.2,13.4,3.1
1716,19.3,7.0,40190,14.5,11.5,16.9,12.3,9.7,55.0,10.4,31.5,0.2,3.6,32.4,6.2
1717,23.1,10.2,25976,14.1,14.7,23.9,16.0,12.1,50.4,2.6,11.8,1.7,2.2,13.8,1.3
1718,23.1,10.5,20936,23.4,18.7,25.5,22.2,10.9,46.2,0.4,2.0,22.7,3.4,10.2,1.9
1719,24.0,10.6,19434,20.1,16.4,23.4,14.4,11.4,55.9,0.9,0.1,28.3,3.7,7.4,3.6
1720,24.4,9.9,18353,16.9,16.2,25.0,19.3,9.9,39.4,0.1,0.2,27.2,2.1,4.3,1.3
1721,27.0,9.9,19233,21.2,21.1,20.3,18.5,9.0,62.3,0.0,0.1,23.3,2.2,9.1,1.2
1722,27.3,10.3,22913,20.5,20.3,22.8,24.2,14.6,47.8,0.3,0.9,15.7,2.4,6.1,1.2
1723,19.2,7.2,20401,23.4,14.4,27.0,19.7,11.8,23.2,1.9,0.7,26.2,4.9,5.8,0.8
1724,19.5,4.4,20270,23.5,14.9,25.8,17.0,10.1,22.1,4.5,2.1,26.9,6.9,5.6,0.8
1725,24.3,9.1,19485,16.6,20.1,21.5,23.7,8.8,8.8,0.3,1.3,17.9,1.8,6.3,5.4
1726,20.1,9.0,18915,23.3,15.9,23.0,25.9,8.0,5.7,0.1,0.4,32.3,2.5,6.0,4.5
1727,12.4,3.2,22407,29.8,12.4,29.9,9.6,6.1,50.4,18.1,1.9,9.3,6.2,4.5,0.9
1728,7.2,1.8,24713,12.2,27.4,20.0,19.0,5.7,20.9,3.9,12.9,43.9,4.6,6.4,0.5
1729,16.2,9.4,25092,14.2,28.9,17.1,24.3,4.6,23.2,1.8,2.7,34.6,3.3,3.7,1.2
1730,15.1,7.0,19330,18.3,16.0,16.6,14.1,10.0,34.4,3.5,2.6,40.9,5.7,7.3,29.2
1731,14.3,9.6,31366,13.1,16.9,21.7,13.5,11.0,43.5,5.9,16.3,2.3,2.8,13.2,2.2
1732,16.6,5.7,72832,13.0,15.8,14.4,10.3,5.5,53.1,9.3,89.4,0.1,5.8,77.0,3.7
1733,24.6,5.9,21244,23.4,25.5,17.7,23.3,7.2,13.0,1.3,0.5,17.1,1.2,3.9,1.5
1734,23.6,7.9,20055,20.3,18.4,22.9,16.8,16.0,63.6,1.0,2.5,23.9,3.4,11.2,1.4
1735,21.0,9.1,20656,14.0,9.1,27.9,17.1,11.8,59.7,3.0,0.7,19.9,2.2,5.3,2.8
1736,23.0,12.3,22361,19.6,19.1,22.6,23.8,11.8,50.6,2.2,3.6,23.6,2.5,11.7,2.4
1737,23.9,9.3,23211,20.0,17.4,23.8,18.0,14.3,60.0,1.3,1.7,23.9,3.4,11.6,1.8
1738,11.1,2.2,22923,42.4,13.0,32.2,8.1,4.1,2.1,2.2,1.6,8.1,4.5,29.5,2.0
1739,21.4,7.0,22922,14.2,24.6,20.4,24.3,7.8,32.0,0.3,0.3,35.5,5.2,4.7,1.6
1740,23.0,7.7,18700,19.1,16.1,25.4,16.0,11.6,38.6,4.8,6.5,16.9,5.5,8.0,12.2
1741,22.5,9.4,20676,23.9,17.2,22.5,17.7,10.4,39.4,1.4,0.3,35.3,4.4,9.9,1.7
1742,23.4,11.8,20967,20.2,21.9,19.8,24.3,9.4,52.5,0.7,1.0,39.9,2.8,10.4,4.6
1743,18.7,9.9,17523,17.6,17.6,21.9,13.4,7.9,59.1,1.1,0.9,37.9,0.3,6.7,6.9
1744,19.1,13.2,24419,18.7,32.3,12.4,22.3,6.7,50.0,0.0,0.2,24.7,0.7,6.6,12.7
1745,24.9,10.0,21332,21.4,20.3,20.8,23.5,9.5,6.6,0.2,1.1,27.2,1.1,5.4,1.0
1746,22.0,7.7,19726,18.7,16.5,19.1,22.2,8.9,6.8,0.3,0.3,31.6,2.5,5.1,13.0
1747,16.5,7.2,17980,10.3,13.3,26.5,12.4,4.6,14.1,2.0,3.6,7.0,5.7,1.8,10.6
1748,17.1,6.9,19734,22.1,18.3,18.7,17.6,9.4,38.9,0.2,1.4,30.5,1.3,6.1,12.1
1749,16.7,6.6,17500,24.0,14.8,16.3,16.7,8.7,63.2,0.2,3.3,21.9,1.8,7.8,27.6
1750,21.9,9.2,22200,18.0,20.1,21.9,19.1,13.1,57.0,0.7,10.1,3.5,2.0,16.1,3.9
1751,16.2,15.0,25229,17.2,18.8,24.2,13.9,16.8,62.9,0.1,6.6,0.9,0.0,9.9,1.6
1752,9.7,6.3,31420,19.8,8.1,25.5,9.8,11.7,65.4,9.4,20.5,0.0,3.3,4.1,0.0
1753,25.5,7.8,22669,17.2,19.2,23.9,19.1,14.5,54.7,0.5,9.5,1.1,0.4,13.8,3.3
1754,15.5,6.7,26993,9.9,12.4,23.2,15.6,12.5,56.6,1.7,17.7,2.7,2.8,10.6,5.0
1755,17.2,9.2,25179,12.5,14.2,23.5,14.6,12.5,62.0,0.7,8.8,1.0,1.7,11.3,3.7
1756,14.4,5.6,23633,23.9,13.2,29.8,12.2,9.9,45.7,12.5,6.2,26.3,6.1,4.7,1.0
1757,18.9,15.3,19911,19.2,22.7,20.0,25.9,6.4,2.8,0.0,0.4,29.5,0.2,8.1,0.3
1758,21.7,13.2,20831,20.0,19.6,20.9,33.4,7.2,2.7,0.0,0.5,28.8,1.9,9.9,0.4
1759,26.0,11.9,20272,16.4,18.3,23.4,21.1,10.6,60.4,0.1,2.8,35.9,3.2,12.4,1.3
1760,21.3,9.4,18113,14.4,13.2,27.3,13.0,10.7,49.1,2.4,2.6,26.4,6.1,5.8,11.1
1761,22.1,8.0,21845,22.7,37.9,16.5,22.5,7.1,42.2,3.9,1.2,52.6,5.2,6.9,1.0
1762,22.2,9.4,21882,17.6,13.3,27.4,17.0,14.9,57.3,0.5,5.8,8.2,3.5,10.8,1.4
1763,28.1,6.8,22274,22.9,22.4,20.4,23.6,12.4,45.8,0.1,1.5,11.6,1.8,12.8,1.0
1764,27.7,5.6,18618,13.2,19.9,22.7,22.2,12.0,36.9,0.0,1.1,26.6,5.5,6.1,2.2
1765,20.8,8.3,21394,28.1,13.4,27.6,13.2,11.3,65.5,13.2,2.9,6.2,9.0,6.0,5.3
1766,10.9,4.7,64157,11.5,15.1,13.4,10.3,3.8,59.4,11.6,36.8,0.2,6.4,30.6,2.4
1767,16.1,10.5,25101,21.7,12.6,27.2,13.2,11.6,57.4,9.7,6.7,4.3,6.7,6.4,1.0
1768,12.2,6.9,18921,21.9,18.4,21.4,22.0,7.5,23.0,0.8,0.1,38.4,2.7,6.8,14.0
1769,18.0,6.3,26838,18.5,15.6,20.4,10.1,10.8,86.6,21.7,38.5,1.3,6.3,10.4,1.7
1770,22.7,7.1,19943,25.0,19.2,21.8,15.2,10.0,36.4,6.0,1.3,37.4,4.7,4.1,7.6
1771,19.8,6.2,16919,22.6,19.1,19.2,22.7,6.6,28.0,0.7,1.6,32.1,3.5,6.9,17.7
1772,20.0,8.5,20419,15.3,8.7,28.1,10.7,17.0,89.3,4.9,12.4,3.1,3.5,7.1,1.8
1773,28.8,7.6,17598,19.9,18.6,24.9,14.6,14.0,54.4,0.0,0.6,27.1,5.5,8.8,1.4
1774,27.3,7.8,20537,25.7,16.0,26.5,16.7,13.5,43.7,3.8,0.9,33.5,3.1,6.3,4.9
1775,21.1,9.2,25318,12.7,12.6,24.8,17.6,12.5,59.3,1.2,14.4,1.6,2.1,10.8,3.7
1776,27.8,9.2,20191,19.3,15.9,23.3,13.7,14.2,60.5,1.4,3.2,16.4,2.7,10.5,6.9
1777,22.5,3.8,17553,24.6,13.5,20.7,17.2,12.7,41.8,2.0,0.4,36.7,4.3,6.9,25.3
1778,26.6,7.4,19579,19.8,16.7,22.2,17.9,11.2,57.1,0.7,0.6,32.2,2.5,8.0,9.0
1779,14.4,5.9,23348,28.5,10.5,30.5,10.1,11.3,59.8,15.2,4.6,12.1,7.1,5.1,2.0
1780,37.1,9.0,15279,30.5,18.1,21.5,32.0,9.0,5.7,0.2,2.4,23.3,1.6,14.3,3.4
1781,29.8,6.6,19043,21.8,19.8,21.9,22.6,15.1,29.0,0.2,1.9,5.5,0.2,18.8,6.9
1782,33.3,7.2,17498,27.7,17.0,23.8,16.4,10.8,4.1,0.1,1.8,31.4,1.5,11.3,2.3
1783,33.5,8.6,17179,29.6,17.3,20.8,31.5,8.9,3.6,0.1,1.6,25.4,0.5,12.2,7.8
1784,21.0,8.3,19913,22.4,17.3,22.0,24.6,10.3,2.7,0.1,1.4,32.1,1.3,10.1,2.0
1785,21.8,9.1,29700,15.1,13.2,20.9,15.1,12.3,72.5,1.8,16.8,0.1,2.1,28.9,3.9
1786,23.8,12.2,19012,17.0,27.3,16.4,25.8,4.9,15.3,0.2,0.5,26.9,1.7,8.0,3.0
1787,25.1,7.2,19099,22.9,18.0,23.9,22.2,11.8,35.3,1.1,1.0,18.7,3.6,8.7,1.7
1788,24.1,9.0,18759,24.7,22.8,21.0,29.8,6.0,5.0,0.1,0.5,28.5,3.1,8.2,1.0
1789,16.6,5.4,24365,25.4,12.9,28.9,10.3,12.1,51.0,10.0,10.7,10.9,7.0,5.6,1.3
1790,13.1,3.7,25590,22.1,15.4,27.5,12.7,12.7,40.5,9.7,7.4,8.4,4.8,6.0,1.4
1791,17.6,7.3,23946,22.1,14.6,23.8,14.0,14.3,53.0,7.7,7.9,5.6,3.6,10.3,8.5
1792,16.3,6.1,38147,15.8,11.5,20.6,9.2,10.2,71.1,13.7,36.8,0.2,7.5,32.2,1.2
1793,9.8,6.3,40201,13.8,13.9,23.6,9.2,11.0,59.7,11.5,15.0,0.2,4.5,11.6,1.3
1794,14.5,6.3,17930,20.1,22.6,17.7,23.1,10.8,81.1,3.3,2.4,31.0,0.9,8.5,17.0
1795,28.1,9.2,20275,20.8,21.0,22.9,21.6,6.0,59.2,4.3,3.4,36.6,1.7,6.0,2.4
1796,19.3,7.4,17689,8.4,25.2,18.7,27.6,4.8,84.4,3.6,0.0,33.4,3.3,7.0,0.3
1797,21.3,8.9,23206,15.8,13.7,27.2,14.8,11.7,61.3,2.2,2.3,32.3,6.4,5.3,1.4
1798,13.0,6.2,30289,18.5,14.8,20.3,9.5,7.8,74.7,15.0,35.3,0.1,9.5,36.8,1.2
1799,14.3,5.5,38076,12.1,15.3,27.8,9.3,6.3,36.7,8.3,11.7,1.1,6.6,10.6,2.1
1800,25.2,8.7,21016,22.5,19.5,21.6,19.2,12.3,61.5,0.5,3.1,21.9,1.6,11.6,2.8
1801,17.6,2.9,22120,26.8,11.1,28.0,7.6,8.4,55.1,10.7,6.4,21.5,5.0,4.7,2.3
1802,15.5,4.5,22599,24.7,14.8,28.0,15.7,7.5,40.1,9.1,2.8,30.7,8.8,3.2,0.5
1803,33.8,8.7,16473,25.1,15.6,25.7,18.3,11.4,54.2,0.8,0.7,33.4,3.0,11.6,1.3
1804,20.2,9.1,22406,18.5,17.1,21.2,15.4,11.9,57.8,5.3,4.4,30.8,3.6,5.7,1.9
1805,25.1,7.3,18454,19.3,19.2,21.4,19.8,10.9,68.8,0.4,1.1,40.0,2.7,12.0,5.2
1806,20.3,9.3,23453,25.1,18.1,16.2,26.8,6.2,11.2,1.8,1.0,31.1,2.3,5.8,8.0
1807,24.3,8.5,18782,24.3,20.4,22.2,24.8,9.3,16.4,0.2,1.1,26.7,2.9,5.7,1.4
1808,27.7,8.1,18865,29.7,20.6,18.0,25.5,7.0,4.9,0.2,1.5,34.5,0.7,7.3,4.2
1809,24.3,5.6,22924,24.5,20.7,19.8,25.6,7.1,2.3,0.0,3.0,31.8,0.6,10.9,3.0
1810,24.0,10.3,18750,24.3,19.7,19.0,25.9,6.9,7.1,0.3,1.6,21.9,0.9,10.8,6.2
1811,17.5,8.7,18363,24.1,16.9,15.3,17.9,12.1,61.8,0.7,1.9,24.6,1.4,8.2,31.6
1812,22.0,9.2,21828,25.2,16.9,19.9,26.9,9.5,8.4,0.2,3.1,27.7,1.2,10.1,7.8
1813,25.5,6.4,21722,28.6,22.7,21.3,24.3,11.2,24.7,4.6,6.7,7.5,1.8,13.0,5.8
1814,19.7,8.2,28508,12.3,10.6,19.9,13.1,12.5,56.5,1.4,17.3,0.7,2.3,12.4,10.5
1815,29.4,13.8,20917,19.2,17.3,23.1,23.6,14.7,10.9,0.0,10.7,15.1,1.7,12.3,1.4
1816,27.1,8.1,16780,24.3,19.6,22.6,29.6,5.1,0.8,0.1,1.2,31.6,1.6,8.4,0.8
1817,25.1,6.8,19423,19.1,18.0,22.5,26.5,4.5,2.1,0.2,1.0,30.1,1.7,11.5,0.3
1818,25.8,12.1,20125,18.3,18.6,17.9,17.3,10.5,84.4,0.0,2.5,19.0,1.3,13.0,12.1
1819,31.3,12.1,15882,15.8,16.9,19.4,21.8,9.2,75.3,0.4,5.7,30.5,1.3,13.2,6.9
1820,8.5,2.0,37070,11.2,5.8,16.7,7.7,10.1,75.8,8.3,16.6,0.8,10.6,16.4,23.8
1821,17.2,11.9,25334,12.7,8.6,30.9,12.5,17.5,84.1,0.8,2.4,1.6,23.0,38.3,7.1
1822,23.1,16.7,22293,15.9,7.5,34.3,10.0,21.2,85.2,1.4,3.0,1.0,30.5,57.0,5.4
1823,28.5,14.8,18333,17.2,16.9,27.3,17.9,10.6,58.5,3.4,1.6,21.8,8.8,9.7,2.6
1824,20.1,9.9,21178,27.9,18.0,25.6,12.0,10.4,68.6,14.1,4.6,29.9,7.0,6.0,2.6
1825,29.2,9.7,21843,19.3,19.5,22.7,24.4,13.9,61.0,1.1,4.8,17.3,2.0,16.0,6.6
1826,26.6,8.0,17491,19.4,15.2,22.0,18.9,12.3,59.9,0.4,2.7,17.5,2.8,13.1,13.1
1827,13.8,5.1,27336,30.6,13.8,27.4,12.3,13.2,64.3,16.0,2.7,7.2,6.9,5.4,1.0
1828,30.1,11.1,20715,21.5,26.8,18.2,28.1,7.8,67.0,8.6,0.5,19.5,2.7,9.7,0.0
1829,17.0,10.8,21020,24.4,25.9,15.9,20.4,6.9,39.7,5.1,0.4,51.4,2.5,4.5,10.2
1830,32.8,6.3,18718,23.4,17.0,25.1,18.1,16.2,39.3,1.1,0.7,38.2,5.1,9.5,2.4
1831,41.1,17.3,16199,20.2,22.7,19.5,20.7,10.2,69.9,0.0,1.0,38.9,1.7,14.8,1.8
1832,39.2,6.6,16538,29.2,15.2,26.8,15.3,13.1,34.6,1.0,0.3,38.0,3.9,8.5,7.0
1833,20.6,5.9,18042,22.3,15.3,27.0,16.6,11.7,28.6,2.2,1.7,34.0,4.5,9.0,0.9
1834,28.2,2.6,15200,29.7,16.9,17.0,11.8,10.3,50.8,8.6,0.9,31.1,1.9,7.0,20.3
1835,31.9,8.6,19330,23.4,18.3,23.3,15.0,16.0,64.5,0.1,1.5,15.5,3.8,12.0,3.7
1836,14.8,4.7,23637,29.1,10.2,30.9,10.6,13.5,58.1,12.6,5.1,13.3,8.4,4.2,1.6
1837,16.7,5.3,20352,31.8,9.8,31.9,7.7,16.5,69.2,17.2,4.2,13.9,6.8,5.6,2.3
1838,30.3,4.7,14461,22.0,18.4,18.6,24.6,10.5,3.9,0.2,1.1,39.3,0.8,6.1,18.3
1839,31.7,11.7,18462,26.2,17.1,21.5,29.0,8.5,2.9,0.1,1.9,30.6,2.3,9.5,2.3
1840,36.2,9.5,15834,28.4,17.3,22.8,31.7,8.1,4.9,0.2,2.4,19.5,2.0,13.1,2.6
1841,26.7,9.1,18199,24.9,16.9,23.7,23.5,4.9,3.1,0.6,0.8,37.0,2.6,7.8,0.7
1842,32.4,12.8,18811,24.8,17.9,21.7,30.8,10.7,2.5,0.2,2.4,27.3,3.4,8.2,1.0
1843,27.6,11.8,18233,30.9,16.0,22.7,31.1,6.8,0.4,0.0,2.1,48.9,3.9,9.5,1.0
1844,24.7,5.9,17307,26.6,15.2,18.7,26.1,9.5,7.0,0.0,2.8,31.9,2.7,6.7,12.3
1845,25.9,16.5,17877,26.3,17.4,24.4,21.4,9.6,74.9,0.0,0.0,25.2,4.4,14.6,3.1
1846,33.3,15.1,19884,21.5,14.8,26.2,19.7,14.4,74.7,0.7,5.8,8.3,3.0,13.3,1.1
1847,27.1,7.6,19818,24.5,17.9,25.8,22.6,12.1,19.2,1.8,1.0,11.1,2.2,9.9,2.4
1848,25.0,7.4,18462,25.5,17.1,21.9,20.3,14.0,28.4,0.0,1.3,7.8,2.8,12.8,12.6
1849,29.6,15.2,18155,10.9,14.6,29.9,21.2,8.8,55.0,0.0,3.6,12.0,5.9,8.7,1.9
1850,28.3,15.0,20396,12.4,12.1,35.8,12.6,16.8,63.8,1.2,4.2,6.0,12.8,7.7,0.7
1851,14.9,9.3,33329,15.1,14.3,29.2,11.0,15.3,32.0,4.0,1.9,48.3,4.8,11.3,1.0
1852,16.6,6.4,24879,27.1,11.0,30.2,11.8,12.4,63.9,6.7,5.6,19.7,5.5,4.6,3.7
1853,24.1,9.0,19455,25.8,17.3,24.4,19.5,9.2,48.2,7.0,1.6,36.1,4.6,7.4,0.8
1854,23.4,11.0,18918,20.8,18.8,19.2,21.5,12.3,66.6,1.0,2.4,26.1,2.3,9.9,9.1
1855,25.2,5.3,18682,24.5,21.3,12.9,23.6,6.6,46.7,0.8,0.0,30.3,1.8,9.1,17.0
1856,25.0,8.5,17544,21.3,17.4,20.5,21.4,7.5,67.7,0.1,1.8,34.3,2.1,10.4,9.2
1857,48.3,8.2,13538,18.9,14.9,31.8,11.1,11.4,59.5,0.3,0.0,23.5,8.5,11.4,1.9
1858,25.8,11.3,22356,19.0,16.4,21.4,20.9,13.6,85.0,1.2,18.1,1.4,2.8,18.9,2.3
1859,15.7,5.6,23373,25.2,8.7,33.0,11.2,14.7,59.3,14.5,6.6,10.7,10.0,3.8,2.5
1860,32.6,5.9,20538,8.8,12.6,32.7,15.8,22.4,90.2,0.2,0.0,8.3,8.8,11.3,1.2
1861,31.1,15.5,16584,23.1,18.4,24.4,18.4,7.3,73.2,0.7,0.2,40.4,0.9,16.1,2.4
1862,25.1,18.8,22386,14.3,13.6,27.7,14.9,15.3,78.6,0.1,0.5,2.9,16.3,51.7,5.6
1863,22.7,12.7,21634,30.6,10.9,29.8,13.6,14.5,71.8,13.7,3.8,6.2,9.6,7.3,2.2
1864,28.5,5.0,18311,27.3,21.3,19.6,14.1,10.3,45.0,10.0,0.8,29.3,5.5,7.0,9.7
1865,25.6,10.7,18574,22.6,19.8,19.6,24.0,9.8,13.1,0.6,0.6,33.1,2.5,7.3,9.4
1866,30.0,9.2,18565,30.9,12.7,27.4,15.1,11.3,43.2,9.0,1.6,45.2,3.1,7.9,0.4
1867,24.4,12.2,19341,26.7,14.8,19.1,20.2,6.2,38.5,5.4,0.6,43.3,0.8,9.2,9.1
1868,25.2,6.8,19173,26.2,14.7,26.4,14.3,12.1,43.8,7.2,2.7,31.7,3.4,9.4,1.7
1869,26.8,11.0,12292,22.0,13.9,16.9,14.5,4.7,43.9,0.2,0.9,31.8,3.3,12.2,16.7
1870,35.5,11.6,17729,26.1,15.7,20.6,33.7,8.2,3.3,0.0,0.5,38.7,2.9,15.1,2.7
1871,38.6,10.5,15063,35.7,14.3,21.3,27.3,8.5,7.4,0.2,0.9,31.6,3.7,13.2,7.3
1872,35.6,10.3,15691,29.8,16.8,21.8,31.6,2.8,2.3,0.0,0.6,34.4,2.4,12.0,2.8
1873,34.7,10.8,17766,30.9,18.1,20.3,28.3,12.7,2.2,0.0,1.0,25.3,1.9,12.1,1.8
1874,34.3,10.0,17851,21.6,17.7,20.9,16.6,13.0,63.8,5.6,5.6,12.6,2.4,8.8,8.3
1875,34.0,17.9,17518,21.3,14.1,27.5,14.2,16.2,78.8,0.1,3.4,9.2,1.9,12.7,3.2
1876,25.9,11.0,17960,22.7,15.0,26.6,22.6,13.7,52.8,1.8,1.1,23.7,3.6,8.8,3.0
1877,39.2,11.3,16861,21.2,13.4,27.8,10.4,18.2,77.5,0.8,3.2,7.0,3.5,13.3,4.9
1878,35.5,25.8,15353,29.4,16.0,24.3,17.3,11.7,73.3,0.2,1.1,11.2,3.6,13.7,2.3
1879,21.9,10.5,19115,18.5,11.2,29.7,12.5,20.6,80.8,1.4,14.9,16.6,4.7,9.4,1.2
1880,27.9,9.8,19876,22.9,16.2,26.3,26.4,13.6,31.3,0.2,2.5,8.2,2.6,14.2,1.2
1881,26.2,13.4,18560,11.8,11.8,33.6,8.9,13.4,72.9,1.0,1.1,19.3,15.5,4.7,1.2
1882,36.5,16.0,16706,16.0,7.6,36.2,11.0,19.7,87.4,0.2,2.3,12.9,12.2,8.6,1.1
1883,24.9,10.2,26557,16.1,13.2,22.0,16.3,12.5,65.4,5.9,14.6,0.2,2.6,30.3,3.1
1884,24.2,10.1,19992,19.2,18.3,23.2,18.1,12.0,61.4,1.2,0.3,32.0,2.0,12.1,0.4
1885,34.6,11.8,16625,18.0,11.5,35.6,12.3,15.0,66.4,0.5,0.2,12.1,10.7,3.0,1.2
1886,30.2,22.1,16967,14.4,9.6,36.4,9.8,13.9,79.8,0.0,3.4,20.6,9.7,8.2,1.1
1887,28.9,9.5,18461,27.0,18.0,21.1,22.2,12.8,53.9,1.6,1.3,29.2,3.4,9.2,11.2
1888,38.7,15.8,14209,24.1,20.4,22.1,25.1,10.0,82.9,0.0,5.8,38.5,3.1,15.0,0.7
1889,27.8,18.3,19760,18.6,7.1,35.7,10.6,16.6,90.1,2.7,3.6,3.5,35.4,56.5,4.7
1890,35.3,12.0,14499,20.4,14.6,27.7,14.7,10.9,81.7,5.6,0.6,22.9,13.1,12.1,1.9
1891,25.5,9.4,20421,30.2,10.9,31.2,12.1,14.1,71.0,14.5,4.4,6.8,9.8,6.1,1.2
1892,29.5,14.6,15097,23.9,16.5,19.0,22.6,13.5,45.1,2.3,0.2,43.4,3.7,9.6,23.2
1893,27.2,12.0,15924,27.2,16.0,19.5,17.1,9.4,67.4,0.6,1.4,30.1,1.3,14.4,14.6
1894,22.7,11.1,19371,32.4,26.7,18.5,22.0,10.2,61.5,0.8,0.0,59.3,3.2,9.9,0.0
1895,37.5,15.9,12903,25.4,15.0,21.8,26.5,5.9,10.5,0.6,0.1,29.3,2.1,11.1,10.7
1896,26.3,13.7,15492,27.2,14.9,20.2,30.3,6.0,7.5,0.2,1.4,39.7,2.4,9.9,11.4
1897,32.3,17.6,14113,30.1,18.7,23.3,33.6,13.3,1.5,0.0,0.6,32.3,0.8,20.8,1.9
1898,29.5,10.1,17637,27.8,15.6,25.2,20.6,12.7,74.2,0.1,1.8,37.2,4.2,12.4,1.9
1899,31.5,16.0,15464,27.1,12.4,22.9,14.7,15.6,76.1,0.4,2.3,5.3,3.9,11.8,15.6
1900,32.5,15.0,18866,22.7,13.0,24.3,22.4,15.7,64.9,2.9,0.1,19.2,4.1,8.8,15.8
1901,28.3,12.0,18813,13.2,10.8,33.0,12.0,12.6,64.9,0.1,3.0,9.8,5.4,9.9,2.4
1902,26.5,15.4,18514,17.4,15.2,23.9,24.8,15.5,80.4,1.8,2.8,29.1,9.1,7.8,5.9
1903,30.2,12.0,16496,31.4,20.6,26.3,20.9,7.1,69.9,12.8,6.8,34.5,2.3,10.4,1.7
1904,39.2,18.1,11471,20.4,8.4,37.5,16.0,22.3,87.7,0.5,4.3,16.3,11.9,11.2,0.2
1905,44.3,26.4,15984,16.9,10.7,35.9,11.3,17.0,70.9,0.0,0.1,15.8,8.0,14.7,0.1
1906,26.9,9.8,16671,26.5,15.2,15.1,23.1,14.4,33.2,0.1,5.4,8.8,1.7,15.8,35.8
1907,25.2,6.3,19152,35.4,10.8,35.2,11.3,14.1,65.5,17.3,4.6,20.7,12.9,6.0,1.4
1908,33.3,9.3,14489,33.6,19.9,20.5,32.6,6.3,11.3,0.4,1.1,27.0,1.8,14.0,8.1
1909,27.9,11.5,19491,22.5,17.9,22.8,25.0,15.0,75.5,0.1,0.2,36.6,1.7,13.4,0.9
1910,24.2,15.3,17590,31.0,12.5,28.7,14.4,12.3,89.0,20.7,6.0,10.6,10.5,7.4,5.4
1911,26.7,6.0,18257,24.2,15.4,26.5,10.1,11.7,52.8,6.9,3.7,28.4,8.1,6.0,8.0
1912,26.8,8.3,18900,34.3,13.2,26.9,12.7,16.9,67.3,16.0,1.1,39.7,7.9,8.7,4.9
1913,29.7,15.0,13927,25.7,14.5,17.9,16.7,15.3,67.4,1.4,2.3,29.6,1.9,10.6,29.5
1914,28.0,9.4,19897,28.8,24.7,14.5,22.5,10.0,67.0,0.0,1.2,42.3,2.5,11.8,0.4
1915,41.7,13.7,18942,29.8,16.1,15.1,23.3,5.8,61.4,0.2,4.7,31.3,3.1,13.4,21.1
1916,29.0,7.9,21640,25.7,14.6,26.6,23.0,16.5,50.4,4.4,0.7,28.9,4.7,11.4,0.9
1917,30.6,14.2,14943,31.1,14.3,20.0,16.2,13.6,64.9,1.7,1.1,27.0,2.1,10.6,23.1
1918,29.1,10.5,20850,28.0,12.1,25.1,14.8,19.1,90.7,15.8,68.1,0.1,12.3,58.5,2.9
1919,25.7,9.7,18339,25.9,15.2,20.9,23.4,12.3,53.1,5.0,1.2,38.4,3.5,7.4,11.5
1920,41.0,23.1,14943,15.9,9.0,32.0,10.9,17.2,76.4,0.5,6.9,27.2,14.2,12.2,0.0
1921,26.8,16.4,14744,22.3,18.4,19.0,23.5,12.0,77.8,0.4,4.1,32.9,2.1,20.3,12.7
