state,date,vaccination_rate,people_fully_vaccinated,population
Northern Mariana Islands,2021-07-09,49.92927607717974,27533,55144
Northern Mariana Islands,2021-07-10,50.31916436965037,27748,55144
Northern Mariana Islands,2021-07-11,50.364500217612076,27773,55144
Northern Mariana Islands,2021-07-12,50.556724212969684,27879,55144
Northern Mariana Islands,2021-07-13,50.80697809371827,28017,55144
Northern Mariana Islands,2021-07-14,51.03909763528217,28145,55144
Northern Mariana Islands,2021-07-15,51.32924706223705,28305,55144
Northern Mariana Islands,2021-07-16,51.57224720731176,28439,55144
Northern Mariana Islands,2021-07-17,51.88778470912519,28613,55144
Northern Mariana Islands,2021-07-18,51.942187726679244,28643,55144
Northern Mariana Islands,2021-07-19,52.150732627303064,28758,55144
Northern Mariana Islands,2021-07-20,52.21782968228638,28795,55144
Northern Mariana Islands,2021-07-21,52.2613520963296,28819,55144
Northern Mariana Islands,2021-07-22,52.430001450747135,28912,55144
Northern Mariana Islands,2021-07-23,52.56600899463224,28987,55144
Northern Mariana Islands,2021-07-24,52.803568837951545,29118,55144
Northern Mariana Islands,2021-07-25,52.805382271870016,29119,55144
Northern Mariana Islands,2021-07-26,52.87247932685333,29156,55144
Northern Mariana Islands,2021-07-27,53.02118090816771,29238,55144
Northern Mariana Islands,2021-07-28,53.23335267662846,29355,55144
Northern Mariana Islands,2021-07-29,53.38205425794285,29437,55144
Northern Mariana Islands,2021-07-30,53.58878572464819,29551,55144
Northern Mariana Islands,2021-07-31,53.76650224865806,29649,55144
Northern Mariana Islands,2021-08-01,53.788263455679676,29661,55144
Northern Mariana Islands,2021-08-02,53.97142028144495,29762,55144
Northern Mariana Islands,2021-08-03,54.19447265341651,29885,55144
Northern Mariana Islands,2021-08-04,54.397577252284925,29997,55144
Northern Mariana Islands,2021-08-05,54.66959234005513,30147,55144
Northern Mariana Islands,2021-08-06,54.892644712026694,30270,55144
Northern Mariana Islands,2021-08-07,55.11025678224285,30390,55144
Northern Mariana Islands,2021-08-08,55.1247642535906,30398,55144
Northern Mariana Islands,2021-08-09,55.39133903960539,30545,55144
Northern Mariana Islands,2021-08-10,55.58537646888148,30652,55144
Northern Mariana Islands,2021-08-11,55.7594661250544,30748,55144
Northern Mariana Islands,2021-08-12,55.960757290004345,30859,55144
Northern Mariana Islands,2021-08-13,56.156608153198896,30967,55144
Northern Mariana Islands,2021-08-14,56.381473959088936,31091,55144
Northern Mariana Islands,2021-08-15,56.43043667488756,31118,55144
Northern Mariana Islands,2021-08-16,56.59908602930509,31211,55144
Northern Mariana Islands,2021-08-17,56.76229508196722,31301,55144
Northern Mariana Islands,2021-08-18,56.9273175685478,31392,55144
Northern Mariana Islands,2021-08-19,57.077832583780655,31475,55144
Northern Mariana Islands,2021-08-20,57.313578993181494,31605,55144
Northern Mariana Islands,2021-08-21,57.52212389380531,31720,55144
Northern Mariana Islands,2021-08-22,57.52212389380531,31720,55144
Northern Mariana Islands,2021-08-23,57.70890758740751,31823,55144
Northern Mariana Islands,2021-08-24,57.92107935586828,31940,55144
Northern Mariana Islands,2021-08-25,58.1006093137966,32039,55144
Northern Mariana Islands,2021-08-26,58.23661685768171,32114,55144
Northern Mariana Islands,2021-08-27,58.52313941679965,32272,55144
Northern Mariana Islands,2021-08-28,58.75163209052662,32398,55144
Northern Mariana Islands,2021-08-29,58.75163209052662,32398,55144
Northern Mariana Islands,2021-08-30,58.92572174669956,32494,55144
Northern Mariana Islands,2021-08-31,59.10343827070942,32592,55144
Northern Mariana Islands,2021-09-01,59.2575801537792,32677,55144
Northern Mariana Islands,2021-09-02,59.393587697664294,32752,55144
Northern Mariana Islands,2021-09-03,59.66378935151603,32901,55144
Northern Mariana Islands,2021-09-04,59.86145364862905,33010,55144
Northern Mariana Islands,2021-09-05,59.86145364862905,33010,55144
Northern Mariana Islands,2021-09-06,60.00108806035108,33087,55144
Northern Mariana Islands,2021-09-07,60.16067024517626,33175,55144
Northern Mariana Islands,2021-09-08,60.23139416799652,33214,55144
Northern Mariana Islands,2021-09-09,60.298491222979834,33251,55144
Northern Mariana Islands,2021-09-10,60.46895401131582,33345,55144
Northern Mariana Islands,2021-09-11,60.54330480197302,33386,55144
Northern Mariana Islands,2021-09-12,60.54330480197302,33386,55144
Northern Mariana Islands,2021-09-13,60.586827216016246,33410,55144
Northern Mariana Islands,2021-09-14,60.68293921369505,33463,55144
Northern Mariana Islands,2021-09-15,60.757290004352235,33504,55144
Northern Mariana Islands,2021-09-16,60.81894675758015,33538,55144
Northern Mariana Islands,2021-09-17,60.97671550848687,33625,55144
Northern Mariana Islands,2021-09-18,61.15443203249673,33723,55144
Northern Mariana Islands,2021-09-19,61.15443203249673,33723,55144
Northern Mariana Islands,2021-09-20,61.30313361381111,33805,55144
Northern Mariana Islands,2021-09-21,61.426447120266936,33873,55144
Northern Mariana Islands,2021-09-22,61.53343972145655,33932,55144
Northern Mariana Islands,2021-09-23,61.591469606847525,33964,55144
Northern Mariana Islands,2021-09-24,61.69302190628173,34020,55144
Northern Mariana Islands,2021-09-25,61.756492093428115,34055,55144
Northern Mariana Islands,2021-09-26,61.756492093428115,34055,55144
Northern Mariana Islands,2021-09-27,61.79820107355288,34078,55144
Northern Mariana Islands,2021-09-28,61.8598578267808,34112,55144
Northern Mariana Islands,2021-09-29,61.91970114609023,34145,55144
Northern Mariana Islands,2021-09-30,61.97591759756275,34176,55144
Northern Mariana Islands,2021-10-01,62.044828086464534,34214,55144
Northern Mariana Islands,2021-10-02,62.10467140577397,34247,55144
Northern Mariana Islands,2021-10-03,62.10467140577397,34247,55144
Northern Mariana Islands,2021-10-04,62.17720876251269,34287,55144
Northern Mariana Islands,2021-10-05,62.267880458436096,34337,55144
Northern Mariana Islands,2021-10-06,62.30414913680546,34357,55144
Northern Mariana Islands,2021-10-07,62.333164079500946,34373,55144
Northern Mariana Islands,2021-10-08,62.403888002321196,34412,55144
Northern Mariana Islands,2021-10-09,62.48005222689685,34454,55144
Northern Mariana Islands,2021-10-10,62.48005222689685,34454,55144
Northern Mariana Islands,2021-10-11,62.52176120702162,34477,55144
Northern Mariana Islands,2021-10-12,62.561656753227915,34499,55144
Northern Mariana Islands,2021-10-13,62.59429856376033,34517,55144
Northern Mariana Islands,2021-10-14,62.62694037429276,34535,55144
Northern Mariana Islands,2021-10-15,62.65232844915132,34549,55144
Northern Mariana Islands,2021-10-16,62.6813433918468,34565,55144
Northern Mariana Islands,2021-10-17,62.6813433918468,34565,55144
Northern Mariana Islands,2021-10-18,62.70854490062382,34580,55144
Northern Mariana Islands,2021-10-19,62.739373277237775,34597,55144
Northern Mariana Islands,2021-10-20,62.81009720005804,34636,55144
Northern Mariana Islands,2021-10-21,62.85361961410126,34660,55144
Northern Mariana Islands,2021-10-22,62.9134629334107,34693,55144
Northern Mariana Islands,2021-10-23,62.976933120557085,34728,55144
Northern Mariana Islands,2021-10-24,62.976933120557085,34728,55144
Northern Mariana Islands,2021-10-25,63.01864210068185,34751,55144
Northern Mariana Islands,2021-10-26,63.07123168431742,34780,55144
Northern Mariana Islands,2021-10-27,63.114754098360656,34804,55144
Northern Mariana Islands,2021-10-28,63.16553024807776,34832,55144
Northern Mariana Islands,2021-10-29,63.24532134049036,34876,55144
Northern Mariana Islands,2021-10-30,63.316045263310606,34915,55144
Northern Mariana Islands,2021-10-31,63.316045263310606,34915,55144
Northern Mariana Islands,2021-11-01,63.348687073843024,34933,55144
Northern Mariana Islands,2021-11-02,63.394022921804726,34958,55144
Northern Mariana Islands,2021-11-03,63.44479907152183,34986,55144
Northern Mariana Islands,2021-11-04,63.486508051646595,35009,55144
Northern Mariana Islands,2021-11-05,63.54816480487451,35043,55144
Northern Mariana Islands,2021-11-06,63.58806035108081,35065,55144
Northern Mariana Islands,2021-11-07,63.58806035108081,35065,55144
Northern Mariana Islands,2021-11-08,63.63520963296098,35091,55144
Northern Mariana Islands,2021-11-09,63.69142608443348,35122,55144
Northern Mariana Islands,2021-11-10,63.724067894965906,35140,55144
Northern Mariana Islands,2021-11-11,63.77484404468301,35168,55144
Northern Mariana Islands,2021-11-12,63.80748585521544,35186,55144
Northern Mariana Islands,2021-11-13,63.84375453358479,35206,55144
Northern Mariana Islands,2021-11-14,63.84375453358479,35206,55144
Northern Mariana Islands,2021-11-15,63.89815755113884,35236,55144
Northern Mariana Islands,2021-11-16,63.96706804004062,35274,55144
Northern Mariana Islands,2021-11-17,64.02691135935007,35307,55144
Northern Mariana Islands,2021-11-18,64.09219498041492,35343,55144
Northern Mariana Islands,2021-11-19,64.20281444944146,35404,55144
Northern Mariana Islands,2021-11-20,64.2807921079356,35447,55144
Northern Mariana Islands,2021-11-21,64.2807921079356,35447,55144
Northern Mariana Islands,2021-11-22,64.38597127520673,35505,55144
Northern Mariana Islands,2021-11-23,64.50384447990716,35570,55144
Northern Mariana Islands,2021-11-24,64.58726244015668,35616,55144
Northern Mariana Islands,2021-11-25,64.58726244015668,35616,55144
Northern Mariana Islands,2021-11-26,64.67249383432467,35663,55144
Northern Mariana Islands,2021-11-27,64.9608298273611,35822,55144
Northern Mariana Islands,2021-11-28,64.9608298273611,35822,55144
Northern Mariana Islands,2021-11-29,65.26185985782678,35988,55144
Northern Mariana Islands,2021-11-30,65.64812128246047,36201,55144
Northern Mariana Islands,2021-12-01,66.03075583925721,36412,55144
Northern Mariana Islands,2021-12-02,66.30639779486435,36564,55144
Northern Mariana Islands,2021-12-03,66.8250398955462,36850,55144
Northern Mariana Islands,2021-12-04,67.17321920789206,37042,55144
Northern Mariana Islands,2021-12-05,67.17321920789206,37042,55144
Northern Mariana Islands,2021-12-06,67.50326418105324,37224,55144
Northern Mariana Islands,2021-12-07,67.76802553314957,37370,55144
Northern Mariana Islands,2021-12-08,68.04366748875671,37522,55144
Northern Mariana Islands,2021-12-09,68.32656318003772,37678,55144
Northern Mariana Islands,2021-12-10,68.71101117075294,37890,55144
Northern Mariana Islands,2021-12-11,69.01022776730017,38055,55144
Northern Mariana Islands,2021-12-12,69.01204120121864,38056,55144
Northern Mariana Islands,2021-12-13,69.26048164804874,38193,55144
Northern Mariana Islands,2021-12-14,69.53975047149282,38347,55144
Northern Mariana Islands,2021-12-15,69.8190192949369,38501,55144
Northern Mariana Islands,2021-12-16,69.86798201073553,38528,55144
Northern Mariana Islands,2021-12-17,70.14362396634267,38680,55144
Northern Mariana Islands,2021-12-18,70.37211664006963,38806,55144
Northern Mariana Islands,2021-12-19,70.37211664006963,38806,55144
Northern Mariana Islands,2021-12-20,70.69853474539389,38986,55144
Northern Mariana Islands,2021-12-21,71.09204990570144,39203,55144
Northern Mariana Islands,2021-12-22,71.38219933265631,39363,55144
Northern Mariana Islands,2021-12-23,71.48919193384593,39422,55144
Northern Mariana Islands,2021-12-24,71.69048309879588,39533,55144
Northern Mariana Islands,2021-12-25,71.69048309879588,39533,55144
Northern Mariana Islands,2021-12-26,71.69048309879588,39533,55144
Northern Mariana Islands,2021-12-27,72.21275206731467,39821,55144
Northern Mariana Islands,2021-12-28,72.54098360655738,40002,55144
Northern Mariana Islands,2021-12-29,72.71144639489337,40096,55144
Northern Mariana Islands,2021-12-30,72.8746554475555,40186,55144
Northern Mariana Islands,2021-12-31,73.02335702886987,40268,55144
Northern Mariana Islands,2022-01-01,73.02335702886987,40268,55144
Northern Mariana Islands,2022-01-02,73.02335702886987,40268,55144
Northern Mariana Islands,2022-01-03,73.48759611199768,40524,55144
Northern Mariana Islands,2022-01-04,73.87023066879443,40735,55144
Northern Mariana Islands,2022-01-05,74.04432032496736,40831,55144
Northern Mariana Islands,2022-01-06,74.1893950384448,40911,55144
Northern Mariana Islands,2022-01-07,74.37799216596547,41015,55144
Northern Mariana Islands,2022-01-08,74.72979834614827,41209,55144
Northern Mariana Islands,2022-01-09,74.72979834614827,41209,55144
Northern Mariana Islands,2022-01-10,74.94922385028289,41330,55144
Northern Mariana Islands,2022-01-11,75.1015522994342,41414,55144
Northern Mariana Islands,2022-01-12,75.22849267372696,41484,55144
Northern Mariana Islands,2022-01-13,75.33548527491658,41543,55144
Northern Mariana Islands,2022-01-14,75.49144059190483,41629,55144
Northern Mariana Islands,2022-01-15,75.55491077905121,41664,55144
Northern Mariana Islands,2022-01-16,75.55491077905121,41664,55144
Northern Mariana Islands,2022-01-17,75.65283621064849,41718,55144
Northern Mariana Islands,2022-01-18,75.7707094153489,41783,55144
Northern Mariana Islands,2022-01-19,75.84324677208762,41823,55144
Northern Mariana Islands,2022-01-20,76.00101552299434,41910,55144
Northern Mariana Islands,2022-01-21,76.07355287973306,41950,55144
Northern Mariana Islands,2022-01-22,76.12976933120557,41981,55144
Northern Mariana Islands,2022-01-23,76.12976933120557,41981,55144
Northern Mariana Islands,2022-01-24,76.24401566806905,42044,55144
Northern Mariana Islands,2022-01-25,76.30204555346003,42076,55144
Northern Mariana Islands,2022-01-26,76.34012766574786,42097,55144
Northern Mariana Islands,2022-01-27,76.35100826925867,42103,55144
Northern Mariana Islands,2022-01-28,76.39271724938344,42126,55144
Northern Mariana Islands,2022-01-29,76.59219498041492,42236,55144
Northern Mariana Islands,2022-01-30,76.59219498041492,42236,55144
Northern Mariana Islands,2022-01-31,76.67017263890904,42279,55144
Northern Mariana Islands,2022-02-01,76.71369505295227,42303,55144
Northern Mariana Islands,2022-02-02,76.74815029740316,42322,55144
Northern Mariana Islands,2022-02-03,76.80436674887568,42353,55144
Northern Mariana Islands,2022-02-04,76.85876976642972,42383,55144
Northern Mariana Islands,2022-02-05,77.00928478166256,42466,55144
Northern Mariana Islands,2022-02-06,77.00928478166256,42466,55144
Northern Mariana Islands,2022-02-07,77.05280719570578,42490,55144
Northern Mariana Islands,2022-02-08,77.08726244015668,42509,55144
Northern Mariana Islands,2022-02-09,77.13985202379226,42538,55144
Northern Mariana Islands,2022-02-10,77.18518787175395,42563,55144
Northern Mariana Islands,2022-02-11,77.21964311620485,42582,55144
Northern Mariana Islands,2022-02-12,77.33751632090527,42647,55144
Northern Mariana Islands,2022-02-13,77.33751632090527,42647,55144
Northern Mariana Islands,2022-02-14,77.39010590454085,42676,55144
Northern Mariana Islands,2022-02-15,77.44450892209488,42706,55144
Northern Mariana Islands,2022-02-16,77.4771507326273,42724,55144
Northern Mariana Islands,2022-02-17,77.48621790221965,42729,55144
Northern Mariana Islands,2022-02-18,77.50616567532279,42740,55144
Northern Mariana Islands,2022-02-19,77.5968373712462,42790,55144
Northern Mariana Islands,2022-02-20,77.5968373712462,42790,55144
Northern Mariana Islands,2022-02-21,77.62222544610474,42804,55144
Northern Mariana Islands,2022-02-22,77.69113593500653,42842,55144
Northern Mariana Islands,2022-02-23,77.72015087770203,42858,55144
Northern Mariana Islands,2022-02-24,77.74553895256057,42872,55144
Northern Mariana Islands,2022-02-25,77.81444944146236,42910,55144
Northern Mariana Islands,2022-02-26,77.8742927607718,42943,55144
Northern Mariana Islands,2022-02-27,77.8742927607718,42943,55144
Northern Mariana Islands,2022-02-28,77.89968083563035,42957,55144
Northern Mariana Islands,2022-03-01,77.9250689104889,42971,55144
Northern Mariana Islands,2022-03-02,77.95045698534744,42985,55144
Northern Mariana Islands,2022-03-03,77.97947192804294,43001,55144
Northern Mariana Islands,2022-03-04,78.00848687073842,43017,55144
Northern Mariana Islands,2022-03-05,78.0556361526186,43043,55144
Northern Mariana Islands,2022-03-06,78.0556361526186,43043,55144
Northern Mariana Islands,2022-03-07,78.07014362396635,43051,55144
Northern Mariana Islands,2022-03-08,78.07558392572174,43054,55144
Northern Mariana Islands,2022-03-09,78.08646452923256,43060,55144
Northern Mariana Islands,2022-03-10,78.09371826490643,43064,55144
Northern Mariana Islands,2022-03-11,78.12091977368345,43079,55144
Northern Mariana Islands,2022-03-12,78.12273320760191,43080,55144
Northern Mariana Islands,2022-03-13,78.12273320760191,43080,55144
Northern Mariana Islands,2022-03-14,78.13180037719427,43085,55144
Northern Mariana Islands,2022-03-15,78.13542724503118,43087,55144
Northern Mariana Islands,2022-03-16,78.15537501813435,43098,55144
Northern Mariana Islands,2022-03-17,78.16081531988974,43101,55144
Northern Mariana Islands,2022-03-18,78.17350935731902,43108,55144
Northern Mariana Islands,2022-03-19,78.2025243000145,43124,55144
Northern Mariana Islands,2022-03-20,78.2025243000145,43124,55144
Northern Mariana Islands,2022-03-21,78.2025243000145,43124,55144
Northern Mariana Islands,2022-03-22,78.21703177136226,43132,55144
Northern Mariana Islands,2022-03-23,78.22791237487306,43138,55144
Northern Mariana Islands,2022-03-24,78.24423328013927,43147,55144
Northern Mariana Islands,2022-03-25,78.25330044973161,43152,55144
Northern Mariana Islands,2022-03-26,78.28956912810096,43172,55144
Northern Mariana Islands,2022-03-27,78.28956912810096,43172,55144
Northern Mariana Islands,2022-03-28,78.28956912810096,43172,55144
Northern Mariana Islands,2022-03-29,78.31133033512259,43184,55144
Northern Mariana Islands,2022-03-30,78.32402437255186,43191,55144
Northern Mariana Islands,2022-03-31,78.33127810822573,43195,55144
Northern Mariana Islands,2022-04-01,78.35303931524736,43207,55144
Northern Mariana Islands,2022-04-02,78.36573335267663,43214,55144
Northern Mariana Islands,2022-04-03,78.36573335267663,43214,55144
Northern Mariana Islands,2022-04-04,78.36573335267663,43214,55144
Northern Mariana Islands,2022-04-05,78.3729870883505,43218,55144
Northern Mariana Islands,2022-04-06,78.38386769186131,43224,55144
Northern Mariana Islands,2022-04-07,78.38386769186131,43224,55144
Northern Mariana Islands,2022-04-08,78.40925576671987,43238,55144
Northern Mariana Islands,2022-04-09,78.43283040765995,43251,55144
Northern Mariana Islands,2022-04-10,78.43283040765995,43251,55144
Northern Mariana Islands,2022-04-11,78.43645727549688,43253,55144
Northern Mariana Islands,2022-04-12,78.45277818076309,43262,55144
