state,date,vaccination_rate,people_fully_vaccinated,population
Kansas,2020-02-22,NA,NA,2913314
Kansas,2020-02-23,NA,NA,2913314
Kansas,2020-02-24,NA,NA,2913314
Kansas,2020-02-25,NA,NA,2913314
Kansas,2020-02-26,NA,NA,2913314
Kansas,2020-02-27,NA,NA,2913314
Kansas,2020-02-28,NA,NA,2913314
Kansas,2020-02-29,NA,NA,2913314
Kansas,2020-03-01,NA,NA,2913314
Kansas,2020-03-02,NA,NA,2913314
Kansas,2020-03-03,NA,NA,2913314
Kansas,2020-03-04,NA,NA,2913314
Kansas,2020-03-05,NA,NA,2913314
Kansas,2020-03-06,NA,NA,2913314
Kansas,2020-03-07,NA,NA,2913314
Kansas,2020-03-08,NA,NA,2913314
Kansas,2020-03-09,NA,NA,2913314
Kansas,2020-03-10,NA,NA,2913314
Kansas,2020-03-11,NA,NA,2913314
Kansas,2020-03-12,NA,NA,2913314
Kansas,2020-03-13,NA,NA,2913314
Kansas,2020-03-14,NA,NA,2913314
Kansas,2020-03-15,NA,NA,2913314
Kansas,2020-03-16,NA,NA,2913314
Kansas,2020-03-17,NA,NA,2913314
Kansas,2020-03-18,NA,NA,2913314
Kansas,2020-03-19,NA,NA,2913314
Kansas,2020-03-20,NA,NA,2913314
Kansas,2020-03-21,NA,NA,2913314
Kansas,2020-03-22,NA,NA,2913314
Kansas,2020-03-23,NA,NA,2913314
Kansas,2020-03-24,NA,NA,2913314
Kansas,2020-03-25,NA,NA,2913314
Kansas,2020-03-26,NA,NA,2913314
Kansas,2020-03-27,NA,NA,2913314
Kansas,2020-03-28,NA,NA,2913314
Kansas,2020-03-29,NA,NA,2913314
Kansas,2020-03-30,NA,NA,2913314
Kansas,2020-03-31,NA,NA,2913314
Kansas,2020-04-01,NA,NA,2913314
Kansas,2020-04-02,NA,NA,2913314
Kansas,2020-04-03,NA,NA,2913314
Kansas,2020-04-04,NA,NA,2913314
Kansas,2020-04-05,NA,NA,2913314
Kansas,2020-04-06,NA,NA,2913314
Kansas,2020-04-07,NA,NA,2913314
Kansas,2020-04-08,NA,NA,2913314
Kansas,2020-04-09,NA,NA,2913314
Kansas,2020-04-10,NA,NA,2913314
Kansas,2020-04-11,NA,NA,2913314
Kansas,2020-04-12,NA,NA,2913314
Kansas,2020-04-13,NA,NA,2913314
Kansas,2020-04-14,NA,NA,2913314
Kansas,2020-04-15,NA,NA,2913314
Kansas,2020-04-16,NA,NA,2913314
Kansas,2020-04-17,NA,NA,2913314
Kansas,2020-04-18,NA,NA,2913314
Kansas,2020-04-19,NA,NA,2913314
Kansas,2020-04-20,NA,NA,2913314
Kansas,2020-04-21,NA,NA,2913314
Kansas,2020-04-22,NA,NA,2913314
Kansas,2020-04-23,NA,NA,2913314
Kansas,2020-04-24,NA,NA,2913314
Kansas,2020-04-25,NA,NA,2913314
Kansas,2020-04-26,NA,NA,2913314
Kansas,2020-04-27,NA,NA,2913314
Kansas,2020-04-28,NA,NA,2913314
Kansas,2020-04-29,NA,NA,2913314
Kansas,2020-04-30,NA,NA,2913314
Kansas,2020-05-01,NA,NA,2913314
Kansas,2020-05-02,NA,NA,2913314
Kansas,2020-05-03,NA,NA,2913314
Kansas,2020-05-04,NA,NA,2913314
Kansas,2020-05-05,NA,NA,2913314
Kansas,2020-05-06,NA,NA,2913314
Kansas,2020-05-07,NA,NA,2913314
Kansas,2020-05-08,NA,NA,2913314
Kansas,2020-05-09,NA,NA,2913314
Kansas,2020-05-10,NA,NA,2913314
Kansas,2020-05-11,NA,NA,2913314
Kansas,2020-05-12,NA,NA,2913314
Kansas,2020-05-13,NA,NA,2913314
Kansas,2020-05-14,NA,NA,2913314
Kansas,2020-05-15,NA,NA,2913314
Kansas,2020-05-16,NA,NA,2913314
Kansas,2020-05-17,NA,NA,2913314
Kansas,2020-05-18,NA,NA,2913314
Kansas,2020-05-19,NA,NA,2913314
Kansas,2020-05-20,NA,NA,2913314
Kansas,2020-05-21,NA,NA,2913314
Kansas,2020-05-22,NA,NA,2913314
Kansas,2020-05-23,NA,NA,2913314
Kansas,2020-05-24,NA,NA,2913314
Kansas,2020-05-25,NA,NA,2913314
Kansas,2020-05-26,NA,NA,2913314
Kansas,2020-05-27,NA,NA,2913314
Kansas,2020-05-28,NA,NA,2913314
Kansas,2020-05-29,NA,NA,2913314
Kansas,2020-05-30,NA,NA,2913314
Kansas,2020-05-31,NA,NA,2913314
Kansas,2020-06-01,NA,NA,2913314
Kansas,2020-06-02,NA,NA,2913314
Kansas,2020-06-03,NA,NA,2913314
Kansas,2020-06-04,NA,NA,2913314
Kansas,2020-06-05,NA,NA,2913314
Kansas,2020-06-06,NA,NA,2913314
Kansas,2020-06-07,NA,NA,2913314
Kansas,2020-06-08,NA,NA,2913314
Kansas,2020-06-09,NA,NA,2913314
Kansas,2020-06-10,NA,NA,2913314
Kansas,2020-06-11,NA,NA,2913314
Kansas,2020-06-12,NA,NA,2913314
Kansas,2020-06-13,NA,NA,2913314
Kansas,2020-06-14,NA,NA,2913314
Kansas,2020-06-15,NA,NA,2913314
Kansas,2020-06-16,NA,NA,2913314
Kansas,2020-06-17,NA,NA,2913314
Kansas,2020-06-18,NA,NA,2913314
Kansas,2020-06-19,NA,NA,2913314
Kansas,2020-06-20,NA,NA,2913314
Kansas,2020-06-21,NA,NA,2913314
Kansas,2020-06-22,NA,NA,2913314
Kansas,2020-06-23,NA,NA,2913314
Kansas,2020-06-24,NA,NA,2913314
Kansas,2020-06-25,NA,NA,2913314
Kansas,2020-06-26,NA,NA,2913314
Kansas,2020-06-27,NA,NA,2913314
Kansas,2020-06-28,NA,NA,2913314
Kansas,2020-06-29,NA,NA,2913314
Kansas,2020-06-30,NA,NA,2913314
Kansas,2020-07-01,NA,NA,2913314
Kansas,2020-07-02,NA,NA,2913314
Kansas,2020-07-03,NA,NA,2913314
Kansas,2020-07-04,NA,NA,2913314
Kansas,2020-07-05,NA,NA,2913314
Kansas,2020-07-06,NA,NA,2913314
Kansas,2020-07-07,NA,NA,2913314
Kansas,2020-07-08,NA,NA,2913314
Kansas,2020-07-09,NA,NA,2913314
Kansas,2020-07-10,NA,NA,2913314
Kansas,2020-07-11,NA,NA,2913314
Kansas,2020-07-12,NA,NA,2913314
Kansas,2020-07-13,NA,NA,2913314
Kansas,2020-07-14,NA,NA,2913314
Kansas,2020-07-15,NA,NA,2913314
Kansas,2020-07-16,NA,NA,2913314
Kansas,2020-07-17,NA,NA,2913314
Kansas,2020-07-18,NA,NA,2913314
Kansas,2020-07-19,NA,NA,2913314
Kansas,2020-07-20,NA,NA,2913314
Kansas,2020-07-21,NA,NA,2913314
Kansas,2020-07-22,NA,NA,2913314
Kansas,2020-07-23,NA,NA,2913314
Kansas,2020-07-24,NA,NA,2913314
Kansas,2020-07-25,NA,NA,2913314
Kansas,2020-07-26,NA,NA,2913314
Kansas,2020-07-27,NA,NA,2913314
Kansas,2020-07-28,NA,NA,2913314
Kansas,2020-07-29,NA,NA,2913314
Kansas,2020-07-30,NA,NA,2913314
Kansas,2020-07-31,NA,NA,2913314
Kansas,2020-08-01,NA,NA,2913314
Kansas,2020-08-02,NA,NA,2913314
Kansas,2020-08-03,NA,NA,2913314
Kansas,2020-08-04,NA,NA,2913314
Kansas,2020-08-05,NA,NA,2913314
Kansas,2020-08-06,NA,NA,2913314
Kansas,2020-08-07,NA,NA,2913314
Kansas,2020-08-08,NA,NA,2913314
Kansas,2020-08-09,NA,NA,2913314
Kansas,2020-08-10,NA,NA,2913314
Kansas,2020-08-11,NA,NA,2913314
Kansas,2020-08-12,NA,NA,2913314
Kansas,2020-08-13,NA,NA,2913314
Kansas,2020-08-14,NA,NA,2913314
Kansas,2020-08-15,NA,NA,2913314
Kansas,2020-08-16,NA,NA,2913314
Kansas,2020-08-17,NA,NA,2913314
Kansas,2020-08-18,NA,NA,2913314
Kansas,2020-08-19,NA,NA,2913314
Kansas,2020-08-20,NA,NA,2913314
Kansas,2020-08-21,NA,NA,2913314
Kansas,2020-08-22,NA,NA,2913314
Kansas,2020-08-23,NA,NA,2913314
Kansas,2020-08-24,NA,NA,2913314
Kansas,2020-08-25,NA,NA,2913314
Kansas,2020-08-26,NA,NA,2913314
Kansas,2020-08-27,NA,NA,2913314
Kansas,2020-08-28,NA,NA,2913314
Kansas,2020-08-29,NA,NA,2913314
Kansas,2020-08-30,NA,NA,2913314
Kansas,2020-08-31,NA,NA,2913314
Kansas,2020-09-01,NA,NA,2913314
Kansas,2020-09-02,NA,NA,2913314
Kansas,2020-09-03,NA,NA,2913314
Kansas,2020-09-04,NA,NA,2913314
Kansas,2020-09-05,NA,NA,2913314
Kansas,2020-09-06,NA,NA,2913314
Kansas,2020-09-07,NA,NA,2913314
Kansas,2020-09-08,NA,NA,2913314
Kansas,2020-09-09,NA,NA,2913314
Kansas,2020-09-10,NA,NA,2913314
Kansas,2020-09-11,NA,NA,2913314
Kansas,2020-09-12,NA,NA,2913314
Kansas,2020-09-13,NA,NA,2913314
Kansas,2020-09-14,NA,NA,2913314
Kansas,2020-09-15,NA,NA,2913314
Kansas,2020-09-16,NA,NA,2913314
Kansas,2020-09-17,NA,NA,2913314
Kansas,2020-09-18,NA,NA,2913314
Kansas,2020-09-19,NA,NA,2913314
Kansas,2020-09-20,NA,NA,2913314
Kansas,2020-09-21,NA,NA,2913314
Kansas,2020-09-22,NA,NA,2913314
Kansas,2020-09-23,NA,NA,2913314
Kansas,2020-09-24,NA,NA,2913314
Kansas,2020-09-25,NA,NA,2913314
Kansas,2020-09-26,NA,NA,2913314
Kansas,2020-09-27,NA,NA,2913314
Kansas,2020-09-28,NA,NA,2913314
Kansas,2020-09-29,NA,NA,2913314
Kansas,2020-09-30,NA,NA,2913314
Kansas,2020-10-01,NA,NA,2913314
Kansas,2020-10-02,NA,NA,2913314
Kansas,2020-10-03,NA,NA,2913314
Kansas,2020-10-04,NA,NA,2913314
Kansas,2020-10-05,NA,NA,2913314
Kansas,2020-10-06,NA,NA,2913314
Kansas,2020-10-07,NA,NA,2913314
Kansas,2020-10-08,NA,NA,2913314
Kansas,2020-10-09,NA,NA,2913314
Kansas,2020-10-10,NA,NA,2913314
Kansas,2020-10-11,NA,NA,2913314
Kansas,2020-10-12,NA,NA,2913314
Kansas,2020-10-13,NA,NA,2913314
Kansas,2020-10-14,NA,NA,2913314
Kansas,2020-10-15,NA,NA,2913314
Kansas,2020-10-16,NA,NA,2913314
Kansas,2020-10-17,NA,NA,2913314
Kansas,2020-10-18,NA,NA,2913314
Kansas,2020-10-19,NA,NA,2913314
Kansas,2020-10-20,NA,NA,2913314
Kansas,2020-10-21,NA,NA,2913314
Kansas,2020-10-22,NA,NA,2913314
Kansas,2020-10-23,NA,NA,2913314
Kansas,2020-10-24,NA,NA,2913314
Kansas,2020-10-25,NA,NA,2913314
Kansas,2020-10-26,NA,NA,2913314
Kansas,2020-10-27,NA,NA,2913314
Kansas,2020-10-28,NA,NA,2913314
Kansas,2020-10-29,NA,NA,2913314
Kansas,2020-10-30,NA,NA,2913314
Kansas,2020-10-31,NA,NA,2913314
Kansas,2020-11-01,NA,NA,2913314
Kansas,2020-11-02,NA,NA,2913314
Kansas,2020-11-03,NA,NA,2913314
Kansas,2020-11-04,NA,NA,2913314
Kansas,2020-11-05,NA,NA,2913314
Kansas,2020-11-06,NA,NA,2913314
Kansas,2020-11-07,NA,NA,2913314
Kansas,2020-11-08,NA,NA,2913314
Kansas,2020-11-09,NA,NA,2913314
Kansas,2020-11-10,NA,NA,2913314
Kansas,2020-11-11,NA,NA,2913314
Kansas,2020-11-12,NA,NA,2913314
Kansas,2020-11-13,NA,NA,2913314
Kansas,2020-11-14,NA,NA,2913314
Kansas,2020-11-15,NA,NA,2913314
Kansas,2020-11-16,NA,NA,2913314
Kansas,2020-11-17,NA,NA,2913314
Kansas,2020-11-18,NA,NA,2913314
Kansas,2020-11-19,NA,NA,2913314
Kansas,2020-11-20,NA,NA,2913314
Kansas,2020-11-21,NA,NA,2913314
Kansas,2020-11-22,NA,NA,2913314
Kansas,2020-11-23,NA,NA,2913314
Kansas,2020-11-24,NA,NA,2913314
Kansas,2020-11-25,NA,NA,2913314
Kansas,2020-11-26,NA,NA,2913314
Kansas,2020-11-27,NA,NA,2913314
Kansas,2020-11-28,NA,NA,2913314
Kansas,2020-11-29,NA,NA,2913314
Kansas,2020-11-30,NA,NA,2913314
Kansas,2020-12-01,NA,NA,2913314
Kansas,2020-12-02,NA,NA,2913314
Kansas,2020-12-03,NA,NA,2913314
Kansas,2020-12-04,NA,NA,2913314
Kansas,2020-12-05,NA,NA,2913314
Kansas,2020-12-06,NA,NA,2913314
Kansas,2020-12-07,NA,NA,2913314
Kansas,2020-12-08,NA,NA,2913314
Kansas,2020-12-09,NA,NA,2913314
Kansas,2020-12-10,NA,NA,2913314
Kansas,2020-12-11,NA,NA,2913314
Kansas,2020-12-12,NA,NA,2913314
Kansas,2020-12-13,2.4027619405254634e-4,7,2913314
Kansas,2020-12-14,2.4027619405254634e-4,7,2913314
Kansas,2020-12-15,2.4027619405254634e-4,7,2913314
Kansas,2020-12-16,3.0892653521041673e-4,9,2913314
Kansas,2020-12-17,4.4622721752615746e-4,13,2913314
Kansas,2020-12-18,6.865034115787038e-4,20,2913314
Kansas,2020-12-19,6.865034115787038e-4,20,2913314
Kansas,2020-12-20,6.865034115787038e-4,20,2913314
Kansas,2020-12-21,8.238040938944445e-4,24,2913314
Kansas,2020-12-22,8.924544350523149e-4,26,2913314
Kansas,2020-12-23,0.0010984054585259262,32,2913314
Kansas,2020-12-24,0.0011670557996837966,34,2913314
Kansas,2020-12-25,0.0011670557996837966,34,2913314
Kansas,2020-12-26,0.0011670557996837966,34,2913314
Kansas,2020-12-27,0.0012013809702627319,35,2913314
Kansas,2020-12-28,0.001407331993736343,41,2913314
Kansas,2020-12-29,0.0015446326760520837,45,2913314
Kansas,2020-12-30,0.001956534722999306,57,2913314
Kansas,2020-12-31,0.002128160575893982,62,2913314
Kansas,2021-01-01,0.0036727932519460653,107,2913314
Kansas,2021-01-02,0.003775768763682871,110,2913314
Kansas,2021-01-03,0.0038100939342618064,111,2913314
Kansas,2021-01-04,0.02148755678241343,626,2913314
Kansas,2021-01-05,0.0825177100717602,2404,2913314
Kansas,2021-01-06,0.20547047108550606,5986,2913314
Kansas,2021-01-07,0.4147510361052739,12083,2913314
Kansas,2021-01-08,0.6442491265960346,18769,2913314
Kansas,2021-01-09,0.6914119109714916,20143,2913314
Kansas,2021-01-10,0.7099131779135377,20682,2913314
Kansas,2021-01-11,0.804032795640978,23424,2913314
Kansas,2021-01-12,0.8715504061697434,25391,2913314
Kansas,2021-01-13,0.9048114964607317,26360,2913314
Kansas,2021-01-14,0.9163104286046749,26695,2913314
Kansas,2021-01-15,0.9376950098753516,27318,2913314
Kansas,2021-01-16,0.9436332643855074,27491,2913314
Kansas,2021-01-17,0.944319767797086,27511,2913314
Kansas,2021-01-18,1.0086108122914317,29384,2913314
Kansas,2021-01-19,1.082684530400774,31542,2913314
Kansas,2021-01-20,1.2179943528229364,35484,2913314
Kansas,2021-01-21,1.3096768834392722,38155,2913314
Kansas,2021-01-22,1.3788421021558266,40170,2913314
Kansas,2021-01-23,1.4403528078332786,41962,2913314
Kansas,2021-01-24,1.4479729957018022,42184,2913314
Kansas,2021-01-25,1.552836391820449,45239,2913314
Kansas,2021-01-26,1.71237978467134,49887,2913314
Kansas,2021-01-27,1.9547498141292012,56948,2913314
Kansas,2021-01-28,2.1553117858219197,62791,2913314
Kansas,2021-01-29,2.3612628092955306,68791,2913314
Kansas,2021-01-30,2.4339978457522946,70910,2913314
Kansas,2021-01-31,2.4445013479494486,71216,2913314
Kansas,2021-02-01,2.5971797066845523,75664,2913314
Kansas,2021-02-02,2.86803962772293,83555,2913314
Kansas,2021-02-03,3.146931638676778,91680,2913314
Kansas,2021-02-04,3.441441602244042,100260,2913314
Kansas,2021-02-05,3.7315579439772026,108712,2913314
Kansas,2021-02-06,3.8391673537421642,111847,2913314
Kansas,2021-02-07,3.870060007263206,112747,2913314
Kansas,2021-02-08,4.030942081766675,117434,2913314
Kansas,2021-02-09,4.241080776050916,123556,2913314
Kansas,2021-02-10,4.469720737277203,130217,2913314
Kansas,2021-02-11,4.797457465964877,139765,2913314
Kansas,2021-02-12,5.138546686007756,149702,2913314
Kansas,2021-02-13,5.222471728073252,152147,2913314
Kansas,2021-02-14,5.234176611240669,152488,2913314
Kansas,2021-02-15,5.362106521988361,156215,2913314
Kansas,2021-02-16,5.61068940732101,163457,2913314
Kansas,2021-02-17,5.904409891964958,172014,2913314
Kansas,2021-02-18,6.301620765904397,183586,2913314
Kansas,2021-02-19,6.728591562735771,196025,2913314
Kansas,2021-02-20,6.828615109802788,198939,2913314
Kansas,2021-02-21,6.8557663197307255,199730,2913314
Kansas,2021-02-22,7.0899669585908,206553,2913314
Kansas,2021-02-23,7.40366469251169,215692,2913314
Kansas,2021-02-24,7.743964433631254,225606,2913314
Kansas,2021-02-25,8.2646772713137,240776,2913314
Kansas,2021-02-26,8.834440777753445,257375,2913314
Kansas,2021-02-27,8.958594919737454,260992,2913314
Kansas,2021-02-28,8.972016061433816,261383,2913314
Kansas,2021-03-01,9.175770273990375,267319,2913314
Kansas,2021-03-02,9.413918307467029,274257,2913314
Kansas,2021-03-03,9.771174682852585,284665,2913314
Kansas,2021-03-04,10.237310499314527,298245,2913314
Kansas,2021-03-05,10.783664239419439,314162,2913314
Kansas,2021-03-06,11.05600014279271,322096,2913314
Kansas,2021-03-07,11.082979726867753,322882,2913314
Kansas,2021-03-08,11.314708953446145,329633,2913314
Kansas,2021-03-09,11.659711242935021,339684,2913314
Kansas,2021-03-10,12.075389058645927,351794,2913314
Kansas,2021-03-11,12.60684567471958,367277,2913314
Kansas,2021-03-12,13.288371936564339,387132,2913314
Kansas,2021-03-13,13.657058593752684,397873,2913314
Kansas,2021-03-14,13.725640284569392,399871,2913314
Kansas,2021-03-15,13.948582267479578,406366,2913314
Kansas,2021-03-16,14.255174691090627,415298,2913314
Kansas,2021-03-17,14.62221374009118,425991,2913314
Kansas,2021-03-18,15.111072819476377,440233,2913314
Kansas,2021-03-19,15.744715468363522,458693,2913314
Kansas,2021-03-20,16.022028521470737,466772,2913314
Kansas,2021-03-21,16.08704039454724,468666,2913314
Kansas,2021-03-22,16.33651573431494,475934,2913314
Kansas,2021-03-23,16.763314905293424,488368,2913314
Kansas,2021-03-24,17.321819755783277,504639,2913314
Kansas,2021-03-25,18.068701142410326,526398,2913314
Kansas,2021-03-26,18.83679548445516,548775,2913314
Kansas,2021-03-27,19.103879636729854,556556,2913314
Kansas,2021-03-28,19.216740797593392,559844,2913314
Kansas,2021-03-29,19.609077497310622,571274,2913314
Kansas,2021-03-30,20.150454087681588,587046,2913314
Kansas,2021-03-31,20.742563280168223,604296,2913314
Kansas,2021-04-01,21.580234742976558,628700,2913314
Kansas,2021-04-02,22.4226087541542,653241,2913314
Kansas,2021-04-03,22.60611111606919,658587,2913314
Kansas,2021-04-04,22.637690273001812,659507,2913314
Kansas,2021-04-05,23.10169792888786,673025,2913314
Kansas,2021-04-06,23.66099225830103,689319,2913314
Kansas,2021-04-07,24.30980663258406,708221,2913314
Kansas,2021-04-08,25.285019053902186,736632,2913314
Kansas,2021-04-09,26.299018917974514,766173,2913314
Kansas,2021-04-10,26.65548581443675,776558,2913314
Kansas,2021-04-11,26.812832396370595,781142,2913314
Kansas,2021-04-12,27.368934484919922,797343,2913314
Kansas,2021-04-13,27.957164933131136,814480,2913314
Kansas,2021-04-14,28.576322360033966,832518,2913314
Kansas,2021-04-15,29.283352223618873,853116,2913314
Kansas,2021-04-16,30.11941040341,877473,2913314
Kansas,2021-04-17,30.387009433243378,885269,2913314
Kansas,2021-04-18,30.49980194376576,888555,2913314
Kansas,2021-04-19,31.02875282238715,903965,2913314
Kansas,2021-04-20,31.697750396970598,923455,2913314
Kansas,2021-04-21,32.29325778134454,940804,2913314
Kansas,2021-04-22,33.00375448715792,961503,2913314
Kansas,2021-04-23,33.721253527769406,982406,2913314
Kansas,2021-04-24,34.02578644114572,991278,2913314
Kansas,2021-04-25,34.11015771042874,993736,2913314
Kansas,2021-04-26,34.53300948679065,1006055,2913314
Kansas,2021-04-27,35.10562198238844,1022737,2913314
Kansas,2021-04-28,35.697765500045655,1039988,2913314
Kansas,2021-04-29,36.3788112095023,1059829,2913314
Kansas,2021-04-30,36.99765970986993,1077858,2913314
Kansas,2021-05-01,37.1973292271276,1083675,2913314
Kansas,2021-05-02,37.300407714376135,1086678,2913314
Kansas,2021-05-03,37.57428825042546,1094657,2913314
Kansas,2021-05-04,38.001636624133205,1107107,2913314
Kansas,2021-05-05,38.44638785932447,1120064,2913314
Kansas,2021-05-06,38.86240892674116,1132184,2913314
Kansas,2021-05-07,39.22399027361966,1142718,2913314
Kansas,2021-05-08,39.38888839308087,1147522,2913314
Kansas,2021-05-09,39.438659890420325,1148972,2913314
Kansas,2021-05-10,39.68782630365282,1156231,2913314
Kansas,2021-05-11,39.96414392681324,1164281,2913314
Kansas,2021-05-12,40.213962518286735,1171559,2913314
Kansas,2021-05-13,40.46058886889639,1178744,2913314
Kansas,2021-05-14,40.729149003505974,1186568,2913314
Kansas,2021-05-15,40.8959693325196,1191428,2913314
Kansas,2021-05-16,40.9463243577589,1192895,2913314
Kansas,2021-05-17,41.11465499427799,1197799,2913314
Kansas,2021-05-18,41.30636107196135,1203384,2913314
Kansas,2021-05-19,41.48430275624255,1208568,2913314
Kansas,2021-05-20,41.71562008077399,1215307,2913314
Kansas,2021-05-21,41.92747503358718,1221479,2913314
Kansas,2021-05-22,42.02780750718941,1224402,2913314
Kansas,2021-05-23,42.06477571590292,1225479,2913314
Kansas,2021-05-24,42.20228234924214,1229485,2913314
Kansas,2021-05-25,42.348027023520295,1233731,2913314
Kansas,2021-05-26,42.485567982030084,1237738,2913314
Kansas,2021-05-27,42.64226238572292,1242303,2913314
Kansas,2021-05-28,42.80156550237976,1246944,2913314
Kansas,2021-05-29,42.85281298205412,1248437,2913314
Kansas,2021-05-30,42.883019132163575,1249317,2913314
Kansas,2021-05-31,42.9061199719632,1249990,2913314
Kansas,2021-06-01,43.06281437565604,1254555,2913314
Kansas,2021-06-02,43.18703716798121,1258174,2913314
Kansas,2021-06-03,43.37431529865988,1263630,2913314
Kansas,2021-06-04,43.576147301664015,1269510,2913314
Kansas,2021-06-05,43.72051896911901,1273716,2913314
Kansas,2021-06-06,43.78793360413605,1275680,2913314
Kansas,2021-06-07,43.95427338076156,1280526,2913314
Kansas,2021-06-08,44.11954907709914,1285341,2913314
Kansas,2021-06-09,44.314481720816914,1291020,2913314
Kansas,2021-06-10,44.51950596468489,1296993,2913314
Kansas,2021-06-11,44.70400375654667,1302368,2913314
Kansas,2021-06-12,44.81370700171695,1305564,2913314
Kansas,2021-06-13,44.86241441876845,1306983,2913314
Kansas,2021-06-14,44.98505825324699,1310556,2913314
Kansas,2021-06-15,45.11439549598842,1314324,2913314
Kansas,2021-06-16,45.23268003380343,1317770,2913314
Kansas,2021-06-17,45.378356057740426,1322014,2913314
Kansas,2021-06-18,45.51569106522675,1326015,2913314
Kansas,2021-06-19,45.57576011373988,1327765,2913314
Kansas,2021-06-20,45.6037694529323,1328581,2913314
Kansas,2021-06-21,45.673209273013484,1330604,2913314
Kansas,2021-06-22,45.782500616136815,1333788,2913314
Kansas,2021-06-23,45.887569963278935,1336849,2913314
Kansas,2021-06-24,45.99562560026142,1339997,2913314
Kansas,2021-06-25,46.10731970532528,1343251,2913314
Kansas,2021-06-26,46.15959694011699,1344774,2913314
Kansas,2021-06-27,46.189391188179506,1345642,2913314
Kansas,2021-06-28,46.279117184072845,1348256,2913314
Kansas,2021-06-29,46.37097134054208,1350932,2913314
Kansas,2021-06-30,46.457573745912725,1353455,2913314
Kansas,2021-07-01,46.54839814726459,1356101,2913314
Kansas,2021-07-02,46.62779226681367,1358414,2913314
Kansas,2021-07-03,46.66129363329871,1359390,2913314
Kansas,2021-07-04,46.66651105922671,1359542,2913314
Kansas,2021-07-05,46.71257543814364,1360884,2913314
Kansas,2021-07-06,46.79286201212777,1363223,2913314
Kansas,2021-07-07,46.86628355199611,1365362,2913314
Kansas,2021-07-08,46.94595227290982,1367683,2913314
Kansas,2021-07-09,47.02768050405827,1370064,2913314
Kansas,2021-07-10,47.0633100311192,1371102,2913314
Kansas,2021-07-11,47.08143372118488,1371630,2913314
Kansas,2021-07-12,47.14339065407985,1373435,2913314
Kansas,2021-07-13,47.20733844686841,1375298,2913314
Kansas,2021-07-14,47.27516498393239,1377274,2913314
Kansas,2021-07-15,47.34841489794784,1379408,2913314
Kansas,2021-07-16,47.42585248277391,1381664,2913314
Kansas,2021-07-17,47.46141335949369,1382700,2913314
Kansas,2021-07-18,47.48441122378158,1383370,2913314
Kansas,2021-07-19,47.54832469139955,1385232,2913314
Kansas,2021-07-20,47.61096812770611,1387057,2913314
Kansas,2021-07-21,47.68370316416287,1389176,2913314
Kansas,2021-07-22,47.76340621024716,1391498,2913314
Kansas,2021-07-23,47.84650744821876,1393919,2913314
Kansas,2021-07-24,47.88526056580238,1395048,2913314
Kansas,2021-07-25,47.902011249044904,1395536,2913314
Kansas,2021-07-26,47.96297275199309,1397312,2913314
Kansas,2021-07-27,48.031966344856755,1399322,2913314
Kansas,2021-07-28,48.110639635823674,1401614,2913314
Kansas,2021-07-29,48.19525118130075,1404079,2913314
Kansas,2021-07-30,48.28212818803603,1406610,2913314
Kansas,2021-07-31,48.32966854928786,1407995,2913314
Kansas,2021-08-01,48.353833469375424,1408699,2913314
Kansas,2021-08-02,48.42890261743156,1410886,2913314
Kansas,2021-08-03,48.505447747822586,1413116,2913314
Kansas,2021-08-04,48.58975036676445,1415572,2913314
Kansas,2021-08-05,48.68132992186905,1418240,2913314
Kansas,2021-08-06,48.7923718486919,1421475,2913314
Kansas,2021-08-07,48.84063303852588,1422881,2913314
Kansas,2021-08-08,48.87537011115177,1423893,2913314
Kansas,2021-08-09,48.97518770719531,1426801,2913314
Kansas,2021-08-10,49.07050870589301,1429578,2913314
Kansas,2021-08-11,49.172969340071134,1432563,2913314
Kansas,2021-08-12,49.27954899471873,1435668,2913314
Kansas,2021-08-13,49.42244467983883,1439831,2913314
Kansas,2021-08-14,49.501770149046756,1442142,2913314
Kansas,2021-08-15,49.545431766023164,1443414,2913314
Kansas,2021-08-16,49.65602746562849,1446636,2913314
Kansas,2021-08-17,49.75605101269551,1449550,2913314
Kansas,2021-08-18,49.87594883352773,1453043,2913314
Kansas,2021-08-19,50.00477119871047,1456796,2913314
Kansas,2021-08-20,50.177873033940045,1461839,2913314
Kansas,2021-08-21,50.26907501216827,1464496,2913314
Kansas,2021-08-22,50.320734393889566,1466001,2913314
Kansas,2021-08-23,50.44025463784543,1469483,2913314
Kansas,2021-08-24,50.56155979067138,1473017,2913314
Kansas,2021-08-25,50.69453550149417,1476891,2913314
Kansas,2021-08-26,50.83238538653918,1480907,2913314
Kansas,2021-08-27,51.00933164087359,1486062,2913314
Kansas,2021-08-28,51.103725859965664,1488812,2913314
Kansas,2021-08-29,51.15617472061027,1490340,2913314
Kansas,2021-08-30,51.285958190569225,1494121,2913314
Kansas,2021-08-31,51.405821686230865,1497613,2913314
Kansas,2021-09-01,51.52400324853414,1501056,2913314
Kansas,2021-09-02,51.64369511834289,1504543,2913314
Kansas,2021-09-03,51.79606455054279,1508982,2913314
Kansas,2021-09-04,51.87092774757544,1511163,2913314
Kansas,2021-09-05,51.911568749540905,1512347,2913314
Kansas,2021-09-06,51.929726764777165,1512876,2913314
Kansas,2021-09-07,52.05446443466101,1516510,2913314
Kansas,2021-09-08,52.16059786209107,1519602,2913314
